datetime,open,high,low,close,volume,end_time,adj_close,completed,open_60m_float,high_60m_float,low_60m_float,close_60m_float,Datetime,bband_20_low,bband_20_low_prev,bband_20_high,bband_20_high_prev,close_prev,willr_ema,willr_ema_prev,willr_60m_float,willr_ema_60m_float,willr_ema_prev_60m_float
1612923300,173.55,173.77,173.22,173.29,210.41,1612923479999,173.29,True,171.91,174.36,170.42,173.29,2021-02-10 02:15:00,170.5434308877227,170.43515770536587,175.21256911227727,175.18184229463415,173.61,,,,,
1612923480,173.29,173.5,173.13,173.35,263.603,1612923659999,173.35,True,171.25,174.36,170.42,173.35,2021-02-10 02:18:00,170.8035985936503,170.5434308877227,175.16240140634972,175.21256911227727,173.29,,,,,
1612923660,173.32,173.65,173.27,173.64,374.282,1612923839999,173.64,True,170.78,174.36,170.69,173.64,2021-02-10 02:21:00,171.26263941761155,170.8035985936503,174.98936058238846,175.16240140634972,173.35,,,,,
1612923840,173.65,173.92,173.48,173.49,343.742,1612924019999,173.49,True,170.97,174.36,170.95,173.49,2021-02-10 02:24:00,171.78943267140122,171.26263941761155,174.71856732859877,174.98936058238846,173.64,,,,,
1612924020,173.49,173.93,173.35,173.93,339.443,1612924199999,173.93,True,171.3,174.36,171.3,173.93,2021-02-10 02:27:00,172.32925315379686,171.78943267140122,174.44574684620312,174.71856732859877,173.49,,,,,
1612924200,173.94,173.98,173.72,173.72,291.426,1612924379999,173.72,True,172.2,174.36,172.17,173.72,2021-02-10 02:30:00,172.6000261164929,172.32925315379686,174.32697388350712,174.44574684620312,173.93,,,,,
1612924380,173.73,173.95,173.26,173.95,449.431,1612924559999,173.95,True,172.94,174.36,172.37,173.95,2021-02-10 02:33:00,172.66416945218543,172.6000261164929,174.3638305478146,174.32697388350712,173.72,,,,,
1612924560,173.95,173.99,173.59,173.68,177.615,1612924739999,173.68,True,173.3,174.36,172.37,173.68,2021-02-10 02:36:00,172.695117986874,172.66416945218543,174.376882013126,174.3638305478146,173.95,,,,,
1612924740,173.69,173.99,173.62,173.99,122.834,1612924919999,173.99,True,172.39,174.36,172.38,173.99,2021-02-10 02:39:00,172.99925681195592,172.695117986874,174.2327431880441,174.376882013126,173.68,,,,,
1612924920,173.99,174.39,173.89,174.29,163.34,1612925099999,174.29,True,173.06,174.39,173.05,174.29,2021-02-10 02:42:00,173.03996591018333,172.99925681195592,174.31303408981668,174.2327431880441,173.99,,,,,
1612925100,174.32,174.76,174.31,174.67,558.894,1612925279999,174.67,True,173.45,174.76,173.05,174.67,2021-02-10 02:45:00,172.9418903045471,173.03996591018333,174.53310969545294,174.31303408981668,174.29,,,,,
1612925280,174.74,174.86,174.48,174.61,494.012,1612925459999,174.61,True,173.62,174.86,173.05,174.61,2021-02-10 02:48:00,172.88371778757343,172.9418903045471,174.69128221242656,174.53310969545294,174.67,,,,,
1612925460,174.5,174.59,174.26,174.49,369.007,1612925639999,174.49,True,173.44,174.86,173.05,174.49,2021-02-10 02:51:00,172.8892777483669,172.88371778757343,174.78972225163307,174.69128221242656,174.61,,,,,
1612925640,174.48,175.0,174.39,174.97,313.477,1612925819999,174.97,True,173.88,175.0,173.13,174.97,2021-02-10 02:54:00,172.78676554788484,172.8892777483669,175.00023445211514,174.78972225163307,174.49,,,,,
1612925820,174.97,175.45,174.97,175.39,590.143,1612925999999,175.39,True,173.37,175.45,173.13,175.39,2021-02-10 02:57:00,172.7130518947511,172.78676554788484,175.28594810524888,175.00023445211514,174.97,,,,,
1612926000,175.38,175.4,173.99,174.03,1203.213,1612926179999,174.03,True,173.43,175.45,173.13,174.03,2021-02-10 03:00:00,172.78590028600738,172.7130518947511,175.2770997139926,175.28594810524888,175.39,,,,,
1612926180,174.05,174.07,173.12,173.38,703.637,1612926359999,173.38,True,173.83,175.45,173.12,173.38,2021-02-10 03:03:00,172.72103258594998,172.78590028600738,175.29296741405003,175.2770997139926,174.03,,,,,
1612926360,173.35,174.0,173.35,173.94,306.319,1612926539999,173.94,True,174.05,175.45,173.12,173.94,2021-02-10 03:06:00,172.7138951511065,172.72103258594998,175.28510484889352,175.29296741405003,173.38,,,,,
1612926540,173.85,174.13,173.66,174.05,108.463,1612926719999,174.05,True,173.55,175.45,173.12,174.05,2021-02-10 03:09:00,172.75795073288373,172.7138951511065,175.28904926711624,175.28510484889352,173.94,,,,,
1612926720,174.05,174.26,173.85,174.26,178.048,1612926899999,174.26,True,173.55,175.45,173.12,174.26,2021-02-10 03:12:00,172.8047619491086,172.75795073288373,175.30723805089136,175.28904926711624,174.05,,,,,
1612926900,174.29,174.54,174.15,174.4,123.387,1612927079999,174.4,True,173.29,175.45,173.12,174.4,2021-02-10 03:15:00,172.91759671769512,172.8047619491086,175.3054032823049,175.30723805089136,174.26,,,,,
1612927080,174.41,174.63,174.19,174.53,419.365,1612927259999,174.53,True,173.32,175.45,173.12,174.53,2021-02-10 03:18:00,173.030352278212,172.91759671769512,175.310647721788,175.3054032823049,174.4,,,,,
1612927260,174.49,174.58,174.38,174.49,109.293,1612927439999,174.49,True,173.65,175.45,173.12,174.49,2021-02-10 03:21:00,173.09812615511964,173.030352278212,175.3278738448804,175.310647721788,174.53,,,,,
1612927440,174.51,174.51,173.93,174.32,448.536,1612927619999,174.32,True,173.49,175.45,173.12,174.32,2021-02-10 03:24:00,173.206359061243,173.09812615511964,175.30264093875695,175.3278738448804,174.49,,,,,
1612927620,174.31,174.31,173.9,174.14,318.258,1612927799999,174.14,True,173.94,175.45,173.12,174.14,2021-02-10 03:27:00,173.22883787465557,173.206359061243,175.30116212534446,175.30264093875695,174.32,,,,,
1612927800,174.14,174.31,173.76,173.98,389.85,1612927979999,173.98,True,173.73,175.45,173.12,173.98,2021-02-10 03:30:00,173.27020099226172,173.22883787465557,175.28579900773832,175.30116212534446,174.14,,,,,
1612927980,173.97,174.01,173.18,173.21,1461.598,1612928159999,173.21,True,173.95,175.45,173.12,173.21,2021-02-10 03:33:00,173.1088975708893,173.27020099226172,175.37310242911067,175.28579900773832,173.98,,,,,
1612928160,173.19,173.49,173.12,173.34,155.79,1612928339999,173.34,True,173.69,175.45,173.12,173.34,2021-02-10 03:36:00,173.0358902575947,173.1088975708893,175.41210974240528,175.37310242911067,173.21,,,,,
1612928340,173.36,173.45,173.24,173.4,74.719,1612928519999,173.4,True,173.99,175.45,173.12,173.4,2021-02-10 03:39:00,172.9406629581567,173.0358902575947,175.4483370418433,175.41210974240528,173.34,,,,,
1612928520,173.4,173.47,173.26,173.4,194.671,1612928699999,173.4,True,174.32,175.45,173.12,173.4,2021-02-10 03:42:00,172.83615834287446,172.9406629581567,175.46384165712556,175.4483370418433,173.4,,,,,
1612928700,173.41,173.5,173.21,173.28,519.663,1612928879999,173.28,True,174.74,175.45,173.12,173.28,2021-02-10 03:45:00,172.72798119144372,172.83615834287446,175.43301880855623,175.46384165712556,173.4,,,,,
1612928880,173.27,173.5,173.27,173.44,240.816,1612929059999,173.44,True,174.5,175.45,173.12,173.44,2021-02-10 03:48:00,172.66348829964608,172.72798119144372,175.3805117003539,175.43301880855623,173.28,,,,,
1612929060,173.45,173.56,173.45,173.49,288.261,1612929239999,173.49,True,174.48,175.45,173.12,173.49,2021-02-10 03:51:00,172.61212609408133,172.66348829964608,175.33187390591868,175.3805117003539,173.44,,,,,
1612929240,173.5,173.5,173.16,173.21,207.018,1612929419999,173.21,True,174.97,175.45,173.12,173.21,2021-02-10 03:54:00,172.58076227801735,172.61212609408133,175.18723772198268,175.33187390591868,173.49,,,,,
1612929420,173.2,173.62,173.08,173.52,539.633,1612929599999,173.52,True,175.38,175.4,173.08,173.52,2021-02-10 03:57:00,172.74774800287958,172.58076227801735,174.83325199712044,175.18723772198268,173.21,,,,,
1612929600,173.49,173.61,173.15,173.16,834.608,1612929779999,173.16,True,174.05,174.63,173.08,173.16,2021-02-10 04:00:00,172.6665849454961,172.74774800287958,174.82741505450392,174.83325199712044,173.52,,,,,
1612929780,173.14,173.22,171.83,172.01,1926.383,1612929959999,172.01,True,173.35,174.63,171.83,172.01,2021-02-10 04:03:00,172.2983222406158,172.6665849454961,175.05867775938418,174.82741505450392,173.16,,,,,
1612929960,172.03,172.32,171.4,171.45,918.693,1612930139999,171.45,True,173.85,174.63,171.4,171.45,2021-02-10 04:06:00,171.78810918797373,172.2983222406158,175.31989081202627,175.05867775938418,172.01,,,,,
1612930140,171.46,171.75,171.34,171.34,263.375,1612930319999,171.34,True,174.05,174.63,171.34,171.34,2021-02-10 04:09:00,171.35629282139286,171.78810918797373,175.4807071786072,175.31989081202627,171.45,,,,,
1612930320,171.35,171.35,170.11,170.37,3338.724,1612930499999,170.37,True,174.29,174.63,170.11,170.37,2021-02-10 04:12:00,170.70936886203978,171.35629282139286,175.7386311379602,175.4807071786072,171.34,,,,,
1612930500,170.4,171.56,170.4,171.19,735.99,1612930679999,171.19,True,174.41,174.63,170.11,171.19,2021-02-10 04:15:00,170.43375121969814,170.70936886203978,175.69324878030187,175.7386311379602,170.37,,,,,
1612930680,171.11,171.21,170.86,170.94,164.565,1612930859999,170.94,True,174.49,174.58,170.11,170.94,2021-02-10 04:18:00,170.16941141975454,170.43375121969814,175.5985885802455,175.69324878030187,171.19,,,,,
1612930860,170.92,171.25,170.73,170.93,356.522,1612931039999,170.93,True,174.51,174.51,170.11,170.93,2021-02-10 04:21:00,169.96208554069204,170.16941141975454,175.44991445930793,175.5985885802455,170.94,,,,,
1612931040,170.96,171.27,170.92,171.22,144.846,1612931219999,171.22,True,174.31,174.31,170.11,171.22,2021-02-10 04:24:00,169.8497001813943,169.96208554069204,175.25229981860568,175.44991445930793,170.93,,,,,
1612931220,171.22,171.8,171.11,171.71,473.962,1612931399999,171.71,True,174.14,174.31,170.11,171.71,2021-02-10 04:27:00,169.83370289169218,169.8497001813943,175.0252971083078,175.25229981860568,171.22,,,,,
1612931400,171.69,171.86,171.27,171.35,297.884,1612931579999,171.35,True,173.97,174.01,170.11,171.35,2021-02-10 04:30:00,169.78422941778706,169.83370289169218,174.81177058221294,175.0252971083078,171.71,,,,,
1612931580,171.34,171.75,171.1,171.62,202.275,1612931759999,171.62,True,173.19,173.62,170.11,171.62,2021-02-10 04:33:00,169.73109200220406,169.78422941778706,174.70590799779595,174.81177058221294,171.35,,,,,
1612931760,171.59,172.17,171.39,171.93,260.658,1612931939999,171.93,True,173.36,173.62,170.11,171.93,2021-02-10 04:36:00,169.729272495712,169.73109200220406,174.566727504288,174.70590799779595,171.62,,,,,
1612931940,171.94,171.94,171.66,171.77,138.62,1612932119999,171.77,True,173.4,173.62,170.11,171.77,2021-02-10 04:39:00,169.73448515281328,169.729272495712,174.3985148471867,174.566727504288,171.93,,,,,
