datetime,open,high,low,close,volume,end_time,adj_close,completed,open_60m_float,high_60m_float,low_60m_float,close_60m_float,Datetime,bband_20_low,bband_20_low_prev,bband_20_high,bband_20_high_prev,close_prev,willr_ema,willr_ema_prev,willr_60m_float,willr_ema_60m_float,willr_ema_prev_60m_float
1613028960,178.41,178.42,177.31,177.81,1273.364,1613029139999,177.81,True,175.77,179.32,175.42,177.81,2021-02-11 07:36:00,176.29990612074116,175.89247329065412,179.95509387925884,180.17152670934584,178.33,,,-12.872975277067283,,
1613029140,177.83,177.83,177.08,177.47,370.007,1613029319999,177.47,True,176.24,179.32,176.12,177.47,2021-02-11 07:39:00,176.6179369605501,176.29990612074116,179.76206303944988,179.95509387925884,177.81,,,-15.771526001704995,,
1613029320,177.47,177.62,176.86,177.12,310.379,1613029499999,177.12,True,177.34,179.32,176.12,177.12,2021-02-11 07:42:00,176.57579328015234,176.6179369605501,179.78420671984767,179.76206303944988,177.47,,,-18.75532821824374,,
1613029500,177.11,177.53,177.11,177.18,262.333,1613029679999,177.18,True,176.3,179.32,176.25,177.18,2021-02-11 07:45:00,176.8523909564089,176.57579328015234,179.59660904359106,179.78420671984767,177.12,,,-18.24381926683707,,
1613029680,177.16,177.16,176.0,176.2,562.544,1613029859999,176.2,True,177.4,179.32,176.0,176.2,2021-02-11 07:48:00,176.4974000187551,176.8523909564089,179.82959998124497,179.59660904359106,177.18,,,-26.598465473145843,,
1613029860,176.22,176.36,175.7,176.08,361.096,1613030039999,176.08,True,177.75,179.32,175.7,176.08,2021-02-11 07:51:00,176.1248111872659,176.4974000187551,180.04018881273413,179.82959998124497,176.2,,,-27.621483375958938,,
1613030040,176.15,176.52,176.08,176.12,350.545,1613030219999,176.12,True,178.0,179.32,175.7,176.12,2021-02-11 07:54:00,175.79472154667553,176.1248111872659,180.1772784533245,180.04018881273413,176.08,,,-27.280477408354574,,
1613030220,176.12,176.27,175.39,175.7,895.022,1613030399999,175.7,True,178.08,179.32,175.39,175.7,2021-02-11 07:57:00,175.395564762584,175.79472154667553,180.337435237416,180.1772784533245,176.12,,,-30.86104006820126,,
1613030400,175.72,176.53,175.7,175.89,690.254,1613030579999,175.89,True,178.44,179.32,175.39,175.89,2021-02-11 08:00:00,175.09971717885256,175.395564762584,180.37828282114745,180.337435237416,175.7,,,-29.24126172208022,,
1613030580,175.88,176.1,175.42,175.61,326.507,1613030759999,175.61,True,178.34,179.32,175.39,175.61,2021-02-11 08:03:00,174.77927576386432,175.09971717885256,180.42572423613566,180.37828282114745,175.89,,,-31.62830349531102,,
1613030760,175.62,176.38,175.57,175.66,218.993,1613030939999,175.66,True,178.64,179.32,175.39,175.66,2021-02-11 08:06:00,174.524972414805,174.77927576386432,180.38502758519502,180.42572423613566,175.61,,,-31.202046035805626,,
1613030940,175.75,175.97,175.32,175.93,160.751,1613031119999,175.93,True,178.29,179.32,175.32,175.93,2021-02-11 08:09:00,174.34666298053156,174.524972414805,180.32733701946847,180.38502758519502,175.66,,,-28.900255754475612,,
1613031120,175.92,176.62,174.86,175.18,603.167,1613031299999,175.18,True,178.83,179.32,174.86,175.18,2021-02-11 08:12:00,174.08372001316343,174.34666298053156,180.22927998683656,180.32733701946847,175.93,,,-35.29411764705874,,
1613031300,175.17,176.24,175.17,175.9,386.755,1613031479999,175.9,True,178.43,179.32,174.86,175.9,2021-02-11 08:15:00,173.9736016005922,174.08372001316343,180.08539839940784,180.22927998683656,175.18,,,-29.156010230178946,,
1613031480,175.94,176.1,175.52,175.81,233.467,1613031659999,175.81,True,178.52,179.32,174.86,175.81,2021-02-11 08:18:00,173.88075278035717,173.9736016005922,179.9132472196428,180.08539839940784,175.9,,,-29.923273657288952,,
1613031660,175.8,175.93,175.43,175.45,112.841,1613031839999,175.45,True,178.82,179.32,174.86,175.45,2021-02-11 08:21:00,173.80764777714106,173.88075278035717,179.65035222285897,179.9132472196428,175.81,,,-32.99232736572897,,
1613031840,175.53,175.57,174.93,174.94,461.31,1613032019999,174.94,True,179.06,179.32,174.86,174.94,2021-02-11 08:24:00,173.75836484801945,173.80764777714106,179.2806351519806,179.65035222285897,175.45,,,-37.34015345268541,,
1613032020,175.03,175.46,174.99,175.32,134.583,1613032199999,175.32,True,178.8,179.32,174.86,175.32,2021-02-11 08:27:00,173.8062702374484,173.75836484801945,178.88272976255158,179.2806351519806,174.94,,,-34.10059676044334,,
1613032200,175.36,175.84,175.3,175.64,272.742,1613032379999,175.64,True,179.19,179.32,174.86,175.64,2021-02-11 08:30:00,174.10166787416583,173.8062702374484,178.23233212583412,178.88272976255158,175.32,,,-31.372549019607927,,
1613032380,175.68,176.17,175.37,175.93,349.715,1613032559999,175.93,True,178.41,178.42,174.86,175.93,2021-02-11 08:33:00,174.32456103446233,174.10166787416583,177.76943896553766,178.23233212583412,175.64,,,-28.900255754475612,,
1613032560,175.91,176.09,175.5,175.87,286.007,1613032739999,175.87,True,177.83,177.83,174.86,175.87,2021-02-11 08:36:00,174.499759261363,174.32456103446233,177.40024073863697,177.76943896553766,175.93,,,-29.41176470588228,,
1613032740,175.91,176.82,175.91,176.72,1346.714,1613032919999,176.72,True,177.47,177.62,174.86,176.72,2021-02-11 08:39:00,174.63129728867662,174.499759261363,177.19370271132337,177.40024073863697,175.87,,,-22.16538789428812,,
1613032920,176.79,176.82,176.38,176.73,1170.965,1613033099999,176.73,True,177.11,177.53,174.86,176.73,2021-02-11 08:42:00,174.69693144427154,174.63129728867662,177.0890685557284,177.19370271132337,176.72,,,-22.08013640238709,,
1613033100,176.74,177.39,176.45,177.16,810.694,1613033279999,177.16,True,177.16,177.39,174.86,177.16,2021-02-11 08:45:00,174.70159501009013,174.69693144427154,177.08240498990986,177.0890685557284,176.73,,,-18.414322250639373,,
1613033280,177.12,177.49,177.04,177.22,479.951,1613033459999,177.22,True,176.22,177.49,174.86,177.22,2021-02-11 08:48:00,174.58480958993138,174.70159501009013,177.30119041006864,177.08240498990986,177.16,,,-17.902813299232704,,
1613033460,177.23,177.23,176.79,177.11,147.651,1613033639999,177.11,True,176.15,177.49,174.86,177.11,2021-02-11 08:51:00,174.51601901347956,174.58480958993138,177.4729809865204,177.30119041006864,177.22,,,-18.84057971014477,,
1613033640,177.04,177.6,177.01,177.5,371.465,1613033819999,177.5,True,176.12,177.6,174.86,177.5,2021-02-11 08:54:00,174.4033639671694,174.51601901347956,177.7236360328306,177.4729809865204,177.11,,,-15.51577152600166,,
1613033820,177.5,178.42,177.45,178.34,718.948,1613033999999,178.34,True,175.72,178.42,174.86,178.34,2021-02-11 08:57:00,174.19557791964223,174.4033639671694,178.1954220803578,177.7236360328306,177.5,,,-8.35464620630853,,
1613034000,178.34,178.55,176.45,176.9,3077.694,1613034179999,176.9,True,175.88,178.55,174.86,176.9,2021-02-11 09:00:00,174.2229358981973,174.19557791964223,178.26906410180266,178.1954220803578,178.34,,,-20.630861040068112,,
1613034180,177.0,178.13,176.88,177.08,1504.756,1613034359999,177.08,True,175.62,178.55,174.86,177.08,2021-02-11 09:03:00,174.28450716770237,174.2229358981973,178.35449283229764,178.26906410180266,176.9,,,-19.096334185848104,,
1613034360,177.06,177.68,177.03,177.27,432.324,1613034539999,177.27,True,175.75,178.55,174.86,177.27,2021-02-11 09:06:00,174.34310034274816,174.28450716770237,178.45689965725185,178.35449283229764,177.08,,,-17.476555839727066,,
1613034540,177.26,177.58,177.14,177.58,571.332,1613034719999,177.58,True,175.92,178.55,174.86,177.58,2021-02-11 09:09:00,174.36007382048214,174.34310034274816,178.6049261795179,178.45689965725185,177.27,,,-14.833759590792686,,
1613034720,177.58,178.13,177.41,178.05,1052.799,1613034899999,178.05,True,175.17,178.55,174.93,178.05,2021-02-11 09:12:00,174.48195584000635,174.36007382048214,178.77004415999372,178.6049261795179,177.58,,,-10.826939471440605,,
1613034900,178.12,179.62,178.12,179.4,955.945,1613035079999,179.4,True,175.94,179.62,174.93,179.4,2021-02-11 09:15:00,174.28488094280036,174.48195584000635,179.31711905719962,178.77004415999372,178.05,,,-1.8287614297589263,,
1613035080,179.43,180.33,179.42,179.68,2562.449,1613035259999,179.68,True,175.8,180.33,174.93,179.68,2021-02-11 09:18:00,174.15454036516306,174.28488094280036,179.83445963483697,179.31711905719962,179.4,,,-5.158730158730195,,
1613035260,179.72,180.32,179.69,180.02,593.217,1613035439999,180.02,True,175.53,180.33,174.93,180.02,2021-02-11 09:21:00,174.12794767572447,174.15454036516306,180.31805232427556,179.83445963483697,179.68,,,-2.4720893141945917,,
1613035440,180.0,180.08,179.84,179.94,249.721,1613035619999,179.94,True,175.03,180.33,174.99,179.94,2021-02-11 09:24:00,174.3388830765264,174.12794767572447,180.60711692347363,180.31805232427556,180.02,,,-3.11501597444101,,
1613035620,179.9,180.26,179.89,180.26,308.055,1613035799999,180.26,True,175.36,180.33,175.3,180.26,2021-02-11 09:27:00,174.50622422997438,174.3388830765264,180.93377577002562,180.60711692347363,179.94,,,-0.564516129032432,,
1613035800,180.26,180.51,180.0,180.16,467.438,1613035979999,180.16,True,175.68,180.51,175.37,180.16,2021-02-11 09:30:00,174.70739581609547,174.50622422997438,181.18460418390453,180.93377577002562,180.26,,,-2.802241793434707,,
1613035980,180.06,181.41,180.03,180.53,1522.985,1613036159999,180.53,True,175.91,181.41,175.5,180.53,2021-02-11 09:33:00,174.87451523401907,174.70739581609547,181.4774847659809,181.18460418390453,180.16,,,-6.5720687079910105,,
1613036160,180.6,181.32,180.13,181.23,1021.313,1613036339999,181.23,True,175.91,181.41,175.91,181.23,2021-02-11 09:36:00,175.04101494860703,174.87451523401907,181.846985051393,181.4774847659809,180.53,,,-1.3442867811800374,,
1613036340,181.29,181.32,180.6,181.19,752.981,1613036519999,181.19,True,176.79,181.41,176.38,181.19,2021-02-11 09:39:00,175.12851910325807,175.04101494860703,182.2064808967419,181.846985051393,181.23,,,-1.6430171769977526,,
1613036520,181.2,181.28,180.49,180.55,614.965,1613036699999,180.55,True,176.74,181.41,176.45,180.55,2021-02-11 09:42:00,175.35481196487126,175.12851910325807,182.36218803512872,182.2064808967419,181.19,,,-6.422703510082047,,
1613036700,180.55,180.99,180.55,180.74,431.596,1613036879999,180.74,True,177.12,181.41,176.45,180.74,2021-02-11 09:45:00,175.53327148469106,175.35481196487126,182.54172851530893,182.36218803512872,180.55,,,-5.003734129947634,,
1613036880,180.82,180.84,179.37,179.6,2173.761,1613037059999,179.6,True,177.23,181.41,176.45,179.6,2021-02-11 09:48:00,175.77793954508664,175.53327148469106,182.53506045491335,182.54172851530893,180.74,,,-13.517550410754325,,
1613037060,179.68,180.5,179.41,180.41,1046.661,1613037239999,180.41,True,177.04,181.41,176.45,180.41,2021-02-11 09:51:00,176.06904239881524,175.77793954508664,182.57395760118473,182.53506045491335,179.6,,,-7.468259895444369,,
1613037240,180.36,180.87,180.36,180.77,373.556,1613037419999,180.77,True,177.5,181.41,176.45,180.77,2021-02-11 09:54:00,176.30467713116977,176.06904239881524,182.6653228688302,182.57395760118473,180.41,,,-4.779686333084294,,
1613037420,180.74,181.08,180.51,180.75,215.976,1613037599999,180.75,True,178.34,181.41,176.45,180.75,2021-02-11 09:57:00,176.42522724007756,176.30467713116977,182.7857727599224,182.6653228688302,180.77,,,-4.9290515309932585,,
1613037600,180.69,181.44,180.68,181.32,460.95,1613037779999,181.32,True,177.0,181.44,176.88,181.32,2021-02-11 10:00:00,176.87739882379316,176.42522724007756,182.77560117620686,182.7857727599224,180.75,,,-0.8941877794337157,,
1613037780,181.29,181.44,180.76,181.03,857.956,1613037959999,181.03,True,177.06,181.44,177.03,181.03,2021-02-11 10:03:00,177.40125966592103,176.87739882379316,182.64674033407897,182.77560117620686,181.32,,,-3.055141579731721,,
1613037960,181.03,181.14,180.8,180.82,211.885,1613038139999,180.82,True,177.26,181.44,177.14,180.82,2021-02-11 10:06:00,177.99388007177305,177.40125966592103,182.40911992822691,182.64674033407897,181.03,,,-4.619970193740723,,
1613038140,180.86,181.29,180.81,181.11,704.22,1613038319999,181.11,True,177.58,181.44,177.41,181.11,2021-02-11 10:09:00,178.61465433337509,177.99388007177305,182.1413456666249,182.40911992822691,180.82,,,-2.4590163934425067,,
1613038320,181.08,181.17,180.95,180.95,92.205,1613038499999,180.95,True,178.12,181.44,178.12,180.95,2021-02-11 10:12:00,179.23799965369463,178.61465433337509,181.80800034630536,182.1413456666249,181.11,,,-3.6512667660209357,,
1613038500,181.0,181.14,180.43,180.57,428.963,1613038679999,180.57,True,179.43,181.44,179.37,180.57,2021-02-11 10:15:00,179.44126412637343,179.23799965369463,181.72173587362659,181.80800034630536,180.95,,,-6.482861400894228,,
1613038680,180.53,180.55,180.21,180.34,465.901,1613038859999,180.34,True,179.72,181.44,179.37,180.34,2021-02-11 10:18:00,179.56815229129845,179.44126412637343,181.66084770870154,181.72173587362659,180.57,,,-8.196721311475375,,
1613038860,180.36,180.66,180.12,180.25,466.347,1613039039999,180.25,True,180.0,181.44,179.37,180.25,2021-02-11 10:21:00,179.60825584747198,179.56815229129845,181.64374415252803,181.66084770870154,180.34,,,-8.867362146050661,,
1613039040,180.3,180.35,179.72,180.05,578.398,1613039219999,180.05,True,179.9,181.44,179.37,180.05,2021-02-11 10:24:00,179.63203752071175,179.60825584747198,181.63096247928823,181.64374415252803,180.25,,,-10.35767511177338,,
1613039220,180.08,180.14,179.74,179.82,180.999,1613039399999,179.82,True,180.26,181.44,179.37,179.82,2021-02-11 10:27:00,179.54458571823596,179.63203752071175,181.67441428176403,181.63096247928823,180.05,,,-12.07153502235474,,
1613039400,179.9,180.04,179.69,179.72,224.945,1613039579999,179.72,True,180.06,181.44,179.37,179.72,2021-02-11 10:30:00,179.45290100145252,179.54458571823596,181.7220989985475,181.67441428176403,179.82,,,-12.816691505216099,,
1613039580,179.82,180.07,179.74,179.95,102.272,1613039759999,179.95,True,180.6,181.44,179.37,179.95,2021-02-11 10:33:00,179.3797354147223,179.45290100145252,181.73726458527773,181.7220989985475,179.72,,,-11.102831594634951,,
1613039760,179.95,180.42,179.92,180.13,391.661,1613039939999,180.13,True,181.29,181.44,179.37,180.13,2021-02-11 10:36:00,179.3621048679336,179.3797354147223,181.6448951320664,181.73726458527773,179.95,,,-9.761549925484378,,
1613039940,180.08,180.39,179.87,179.99,416.164,1613040119999,179.99,True,181.2,181.44,179.37,179.99,2021-02-11 10:39:00,179.33497456163389,179.3621048679336,181.55202543836612,181.6448951320664,180.13,,,-10.804769001490238,,
1613040120,179.96,180.73,179.95,180.35,327.035,1613040299999,180.35,True,180.55,181.44,179.37,180.35,2021-02-11 10:42:00,179.32552348964214,179.33497456163389,181.54147651035788,181.55202543836612,179.99,,,-8.122205663189304,,
1613040300,180.42,181.14,180.42,180.73,268.428,1613040479999,180.73,True,180.82,181.44,179.37,180.73,2021-02-11 10:45:00,179.325744072039,179.32552348964214,181.540255927961,181.54147651035788,180.35,,,-5.29061102831601,,
1613040480,180.73,180.95,180.54,180.94,88.122,1613040659999,180.94,True,179.68,181.44,179.41,180.94,2021-02-11 10:48:00,179.45753911344124,179.325744072039,181.54246088655876,181.540255927961,180.73,,,-3.7707390648567145,,
1613040660,180.93,181.39,180.93,181.17,130.714,1613040839999,181.17,True,180.36,181.44,179.69,181.17,2021-02-11 10:51:00,179.44452958887547,179.45753911344124,181.63147041112455,181.54246088655876,180.94,,,-2.036199095022703,,
1613040840,181.09,181.17,180.72,180.93,258.747,1613041019999,180.93,True,180.74,181.44,179.69,180.93,2021-02-11 10:54:00,179.4406735052461,179.44452958887547,181.65132649475387,181.63147041112455,181.17,,,-3.84615384615378,,
1613041020,181.0,181.05,180.37,180.49,340.06,1613041199999,180.49,True,180.69,181.44,179.69,180.49,2021-02-11 10:57:00,179.4326933654636,179.4406735052461,181.63330663453644,181.65132649475387,180.93,,,-7.224334600760367,,
1613041200,180.49,180.78,180.24,180.4,167.252,1613041379999,180.4,True,181.29,181.44,179.69,180.4,2021-02-11 11:00:00,179.4670310347835,179.4326933654636,181.50696896521654,181.63330663453644,180.49,,,-7.908745247148225,,
1613041380,180.3,180.35,179.87,180.26,168.172,1613041559999,180.26,True,181.03,181.39,179.69,180.26,2021-02-11 11:03:00,179.46456024193307,179.4670310347835,181.43243975806692,181.50696896521654,180.4,,,-9.365079365079424,,
1613041560,180.26,181.08,180.26,180.7,212.083,1613041739999,180.7,True,180.86,181.39,179.69,180.7,2021-02-11 11:06:00,179.46875825420454,179.46456024193307,181.41624174579545,181.43243975806692,180.26,,,-5.873015873015948,,
1613041740,180.66,181.09,180.66,180.95,121.406,1613041919999,180.95,True,181.08,181.39,179.69,180.95,2021-02-11 11:09:00,179.48681417257365,179.46875825420454,181.38218582742638,181.41624174579545,180.7,,,-3.888888888888963,,
1613041920,180.99,181.02,180.5,180.99,386.92,1613042099999,180.99,True,181.0,181.39,179.69,180.99,2021-02-11 11:12:00,179.4828656636295,179.48681417257365,181.3901343363705,181.38218582742638,180.95,,,-3.571428571428483,,
1613042100,181.0,181.04,180.61,180.92,385.767,1613042279999,180.92,True,180.53,181.39,179.69,180.92,2021-02-11 11:15:00,179.4716980301329,179.4828656636295,181.43630196986712,181.3901343363705,180.99,,,-4.326123128119882,,
1613042280,181.01,181.74,181.01,181.51,683.916,1613042459999,181.51,True,180.36,181.74,179.69,181.51,2021-02-11 11:18:00,179.39969746248272,179.4716980301329,181.62530253751726,181.43630196986712,180.92,,,-1.9087136929462072,,
1613042460,181.59,182.19,181.4,181.8,701.154,1613042639999,181.8,True,180.3,182.19,179.69,181.8,2021-02-11 11:21:00,179.31454682563216,179.39969746248272,181.8654531743678,181.62530253751726,181.51,,,-3.119999999999891,,
1613042640,181.78,181.98,181.4,181.7,419.113,1613042819999,181.7,True,180.08,182.19,179.69,181.7,2021-02-11 11:24:00,179.3162043141317,179.31454682563216,182.02879568586832,181.8654531743678,181.8,,,-4.19520547945213,,
1613042820,181.69,182.17,181.46,181.83,500.904,1613042999999,181.83,True,179.9,182.19,179.69,181.83,2021-02-11 11:27:00,179.37719937311766,179.3162043141317,182.16880062688233,182.02879568586832,181.7,,,-3.108808290155317,,
1613043000,181.83,181.83,181.45,181.54,226.245,1613043179999,181.54,True,179.82,182.19,179.74,181.54,2021-02-11 11:30:00,179.53479897682664,179.37719937311766,182.19320102317337,182.16880062688233,181.83,,,-5.61312607944738,,
1613043180,181.59,181.65,181.13,181.17,1709.874,1613043359999,181.17,True,179.95,182.19,179.87,181.17,2021-02-11 11:33:00,179.6796503503011,179.53479897682664,182.17034964969892,182.19320102317337,181.54,,,-8.808290155440515,,
1613043360,181.18,181.48,180.83,181.45,654.799,1613043539999,181.45,True,180.08,182.19,179.87,181.45,2021-02-11 11:36:00,179.79367602128528,179.6796503503011,182.1883239787147,182.17034964969892,181.17,,,-6.39032815198627,,
1613043540,181.43,181.54,180.93,181.22,472.6,1613043719999,181.22,True,179.96,182.19,179.87,181.22,2021-02-11 11:39:00,179.97434510041217,179.79367602128528,182.13065489958785,182.1883239787147,181.45,,,-8.37651122625216,,
1613043720,181.22,181.24,180.49,180.53,389.976,1613043899999,180.53,True,180.42,182.19,179.87,180.53,2021-02-11 11:42:00,180.01094431489554,179.97434510041217,182.11205568510445,182.13065489958785,181.22,,,-14.335060449050077,,
1613043900,180.54,181.16,180.31,181.06,530.863,1613044079999,181.06,True,180.73,182.19,179.87,181.06,2021-02-11 11:45:00,180.0420650889147,180.01094431489554,182.1139349110853,182.11205568510445,180.53,,,-9.75820379965455,,
1613044080,181.09,181.73,180.99,181.65,547.402,1613044259999,181.65,True,180.93,182.19,179.87,181.65,2021-02-11 11:48:00,180.04205357226536,180.0420650889147,182.18494642773462,182.1139349110853,181.06,,,-4.663212435233098,,
1613044260,181.7,181.77,179.57,179.96,792.233,1613044439999,179.96,True,181.09,182.19,179.57,179.96,2021-02-11 11:51:00,179.83656089753524,180.04205357226536,182.26943910246476,182.18494642773462,181.65,,,-19.25734024179614,,
1613044440,179.99,180.24,179.68,180.04,481.98,1613044619999,180.04,True,181.0,182.19,179.57,180.04,2021-02-11 11:54:00,179.69067275506035,179.83656089753524,182.32632724493965,182.26943910246476,179.96,,,-18.566493955095066,,
1613044620,180.05,180.17,178.72,179.36,2014.636,1613044799999,179.36,True,180.49,182.19,178.72,179.36,2021-02-11 11:57:00,179.4133429751874,179.69067275506035,182.4906570248126,182.32632724493965,180.04,,,-24.438687392055165,,
1613044800,179.22,180.67,179.18,180.5,705.545,1613044979999,180.5,True,180.3,182.19,178.72,180.5,2021-02-11 12:00:00,179.42704006915045,179.4133429751874,182.48695993084954,182.4906570248126,179.36,,,-14.59412780656304,,
1613044980,180.56,181.87,180.39,181.44,1087.491,1613045159999,181.44,True,180.26,182.19,178.72,181.44,2021-02-11 12:03:00,179.5141440282087,179.42704006915045,182.51785597179133,182.48695993084954,180.5,,,-6.476683937823843,,
1613045160,181.44,181.68,181.14,181.46,200.939,1613045339999,181.46,True,180.66,182.19,178.72,181.46,2021-02-11 12:06:00,179.54613291036472,179.5141440282087,182.56186708963534,182.51785597179133,181.44,,,-6.303972366148452,,
1613045340,181.51,181.77,181.32,181.49,303.596,1613045519999,181.49,True,180.99,182.19,178.72,181.49,2021-02-11 12:09:00,179.5587561594786,179.54613291036472,182.60324384052137,182.56186708963534,181.46,,,-6.044905008635489,,
1613045520,181.48,182.33,181.18,182.06,1473.157,1613045699999,182.06,True,181.0,182.33,178.72,182.06,2021-02-11 12:12:00,179.53656310277742,179.5587561594786,182.73243689722258,182.60324384052137,181.49,,,-2.3037542662116914,,
1613045700,182.06,182.17,181.35,181.62,678.017,1613045879999,181.62,True,181.01,182.33,178.72,181.62,2021-02-11 12:15:00,179.55794865812308,179.53656310277742,182.78105134187692,182.73243689722258,182.06,,,-6.058020477815768,,
1613045880,181.5,182.03,181.15,181.89,282.794,1613046059999,181.89,True,181.59,182.33,178.72,181.89,2021-02-11 12:18:00,179.54477582985913,179.55794865812308,182.83222417014088,182.78105134187692,181.62,,,-3.754266211604319,,
1613046060,181.93,182.21,181.47,182.14,249.961,1613046239999,182.14,True,181.78,182.33,178.72,182.14,2021-02-11 12:21:00,179.52001463147693,179.54477582985913,182.89098536852308,182.83222417014088,181.89,,,-1.6211604095565373,,
1613046240,182.17,182.59,182.1,182.55,424.847,1613046419999,182.55,True,181.69,182.59,178.72,182.55,2021-02-11 12:24:00,179.4466785295219,179.52001463147693,183.04932147047808,182.89098536852308,182.14,,,-0.3338898163605349,,
1613046420,182.41,182.54,182.0,182.08,168.1,1613046599999,182.08,True,181.83,182.59,178.72,182.08,2021-02-11 12:27:00,179.43363568442936,179.4466785295219,183.08736431557065,183.04932147047808,182.55,,,-4.257095158597591,,
1613046600,182.05,182.27,181.9,182.16,217.905,1613046779999,182.16,True,181.59,182.59,178.72,182.16,2021-02-11 12:30:00,179.41381692037623,179.43363568442936,183.16918307962374,183.08736431557065,182.08,,,-3.5893155258765206,,
1613046780,182.24,182.63,182.19,182.37,457.701,1613046959999,182.37,True,181.18,182.63,178.72,182.37,2021-02-11 12:33:00,179.39947501360626,179.41381692037623,183.3035249863937,183.16918307962374,182.16,,,-2.1630615640598276,,
1613046960,182.42,182.69,181.4,181.57,633.333,1613047139999,181.57,True,181.43,182.69,178.72,181.57,2021-02-11 12:36:00,179.40294821314313,179.39947501360626,183.3120517868569,183.3035249863937,182.37,,,-9.271523178807996,,
1613047140,181.65,181.69,180.65,180.91,2404.687,1613047319999,180.91,True,181.22,182.69,178.72,180.91,2021-02-11 12:39:00,179.37553900623345,179.40294821314313,183.30846099376657,183.3120517868569,181.57,,,-14.735099337748373,,
1613047320,180.92,181.13,180.53,180.9,418.189,1613047499999,180.9,True,180.54,182.69,178.72,180.9,2021-02-11 12:42:00,179.42596242540876,179.37553900623345,183.29503757459125,183.30846099376657,180.91,,,-14.81788079470194,,
1613047500,180.89,181.17,180.08,180.28,296.273,1613047679999,180.28,True,181.09,182.69,178.72,180.28,2021-02-11 12:45:00,179.31667989647318,179.42596242540876,183.32632010352685,183.29503757459125,180.9,,,-19.950331125827812,,
1613047680,180.28,180.28,179.63,179.88,277.627,1613047859999,179.88,True,181.7,182.69,178.72,179.88,2021-02-11 12:48:00,179.11192982435625,179.31667989647318,183.35407017564376,183.32632010352685,180.28,,,-23.26158940397356,,
1613047860,179.89,180.3,179.73,179.86,189.89,1613048039999,179.86,True,179.99,182.69,178.72,179.86,2021-02-11 12:51:00,179.09052645864205,179.11192982435625,183.36547354135797,183.35407017564376,179.88,,,-23.427152317880694,,
1613048040,179.81,180.01,179.7,179.7,154.198,1613048219999,179.7,True,180.05,182.69,178.72,179.7,2021-02-11 12:54:00,179.01748359705124,179.09052645864205,183.4045164029488,183.36547354135797,179.86,,,-24.75165562913918,,
1613048220,179.7,180.14,179.7,179.99,393.316,1613048399999,179.99,True,179.22,182.69,179.18,179.99,2021-02-11 12:57:00,179.1702156354628,179.01748359705124,183.31478436453722,183.4045164029488,179.7,,,-22.35099337748338,,
1613048400,179.99,180.32,179.94,180.04,305.51,1613048579999,180.04,True,180.56,182.69,179.63,180.04,2021-02-11 13:00:00,179.09154036046135,179.1702156354628,183.3474596395386,183.31478436453722,179.99,,,-21.937086092715308,,
1613048580,180.0,180.81,179.94,180.36,242.674,1613048759999,180.36,True,181.44,182.69,179.63,180.36,2021-02-11 13:03:00,178.9986305236574,179.09154036046135,183.33236947634262,183.3474596395386,180.04,,,-19.288079470198568,,
1613048760,180.38,181.34,180.38,180.82,627.231,1613048939999,180.82,True,181.51,182.69,179.63,180.82,2021-02-11 13:06:00,178.96588849248639,178.9986305236574,183.30111150751355,183.33236947634262,180.36,,,-15.480132450331183,,
1613048940,180.9,180.9,180.24,180.24,724.458,1613049119999,180.24,True,181.48,182.69,179.63,180.24,2021-02-11 13:09:00,178.86749796687062,178.96588849248639,183.27450203312938,183.30111150751355,180.82,,,-20.281456953642316,,
1613049120,180.35,180.71,179.81,179.81,674.025,1613049299999,179.81,True,182.06,182.69,179.63,179.81,2021-02-11 13:12:00,178.73356322617806,178.86749796687062,183.18343677382197,183.27450203312938,180.24,,,-23.841059602649,,
1613049300,179.84,180.65,179.84,180.53,381.053,1613049479999,180.53,True,181.5,182.69,179.63,180.53,2021-02-11 13:15:00,178.69776883350698,178.73356322617806,183.11023116649307,183.18343677382197,179.81,,,-17.88079470198675,,
1613049480,180.53,181.04,180.41,180.99,335.611,1613049659999,180.99,True,181.93,182.69,179.63,180.99,2021-02-11 13:18:00,178.71387666788007,178.69776883350698,183.0041233321199,183.11023116649307,180.53,,,-14.07284768211913,,
1613049660,180.98,181.73,180.4,180.55,797.022,1613049839999,180.55,True,182.17,182.69,179.63,180.55,2021-02-11 13:21:00,178.74005386746668,178.71387666788007,182.81894613253334,183.0041233321199,180.99,,,-17.715231788079382,,
1613049840,180.56,181.22,180.42,180.82,683.894,1613050019999,180.82,True,182.41,182.69,179.63,180.82,2021-02-11 13:24:00,178.87886853012105,178.74005386746668,182.5071314698789,182.81894613253334,180.55,,,-15.480132450331183,,
1613050020,180.84,181.18,180.48,180.91,430.078,1613050199999,180.91,True,182.05,182.69,179.63,180.91,2021-02-11 13:27:00,178.96819047668058,178.87886853012105,182.30080952331943,182.5071314698789,180.82,,,-14.735099337748373,,
1613050200,180.84,181.46,180.64,180.7,470.788,1613050379999,180.7,True,182.24,182.69,179.63,180.7,2021-02-11 13:30:00,179.10067812601775,178.96819047668058,182.02232187398224,182.30080952331943,180.91,,,-16.47350993377493,,
1613050380,180.73,180.87,179.85,180.21,1360.437,1613050559999,180.21,True,182.42,182.69,179.63,180.21,2021-02-11 13:33:00,179.33999887853454,179.10067812601775,181.5670011214655,182.02232187398224,180.7,,,-20.529801324503254,,
