datetime,open,high,low,close,volume,end_time,adj_close,completed,bband_20_low,bband_20_low_prev,bband_20_high,bband_20_high_prev,close_prev,willr_ema,willr_ema_prev,crossover:close-bband_20_low,crossover:close-bband_20_high,crossunder:close-bband_20_high,crossunder:close-bband_20_low,position_open_state,trades,balances,date
1582158960,0.28057,0.2811,0.28026,0.2811,615739.9,1582159139999,0.2811,True,,,,,0.28054,,,False,False,False,False,False,,,2020-02-20:00-36-00
1582159140,0.2811,0.28168,0.28006,0.28074,1103451.0,1582159319999,0.28074,True,,,,,0.2811,,,False,False,False,False,False,,,2020-02-20:00-39-00
1582159320,0.28072,0.28084,0.27838,0.27847,1084439.6,1582159499999,0.27847,True,,,,,0.28074,,,False,False,False,False,False,,,2020-02-20:00-42-00
1582159500,0.27848,0.28001,0.2784,0.27948,504069.7,1582159679999,0.27948,True,,,,,0.27847,,,False,False,False,False,False,,,2020-02-20:00-45-00
1582159680,0.27948,0.28,0.27906,0.28,367415.4,1582159859999,0.28,True,,,,,0.27948,,,False,False,False,False,False,,,2020-02-20:00-48-00
1582159860,0.27996,0.28033,0.27964,0.28001,205913.0,1582160039999,0.28001,True,,,,,0.28,,,False,False,False,False,False,,,2020-02-20:00-51-00
1582160040,0.28001,0.28053,0.27959,0.28014,809669.7,1582160219999,0.28014,True,,,,,0.28001,,,False,False,False,False,False,,,2020-02-20:00-54-00
1582160220,0.28019,0.28027,0.27932,0.27982,316364.9,1582160399999,0.27982,True,0.2756409270431157,,0.28230507295688434,,0.28014,,,False,False,False,False,False,,,2020-02-20:00-57-00
1582160400,0.27981,0.28047,0.27974,0.28027,587262.2,1582160579999,0.28027,True,0.2759501255566319,0.2756409270431157,0.2823378744433681,0.28230507295688434,0.27982,,,False,False,False,False,False,,,2020-02-20:01-00-00
1582160580,0.28023,0.28029,0.27982,0.27999,282537.0,1582160759999,0.27999,True,0.27647115980131987,0.2759501255566319,0.28218084019868006,0.2823378744433681,0.28027,,,False,False,False,False,False,,,2020-02-20:01-03-00
1582160760,0.27998,0.27999,0.2796,0.27963,75287.7,1582160939999,0.27963,True,0.277010189807199,0.27647115980131987,0.281944810192801,0.28218084019868006,0.27999,,,False,False,False,False,False,,,2020-02-20:01-06-00
1582160940,0.27963,0.27963,0.27802,0.27827,625992.4,1582161119999,0.27827,True,0.277406627202212,0.277010189807199,0.281692372797788,0.281944810192801,0.27963,,,False,False,False,False,False,,,2020-02-20:01-09-00
1582161120,0.27826,0.27844,0.2774,0.27807,924243.3,1582161299999,0.27807,True,0.2777492214021087,0.277406627202212,0.28145677859789126,0.281692372797788,0.27827,,,False,False,False,False,False,,,2020-02-20:01-12-00
1582161300,0.27809,0.27842,0.27766,0.27837,249505.4,1582161479999,0.27837,True,0.2777151738245253,0.2777492214021087,0.28147482617547465,0.28145677859789126,0.27807,,,False,False,False,False,False,,,2020-02-20:01-15-00
1582161480,0.27829,0.27836,0.27786,0.27815,359101.6,1582161659999,0.27815,True,0.2775278043374245,0.2777151738245253,0.2815491956625755,0.28147482617547465,0.27837,,,False,False,False,False,False,,,2020-02-20:01-18-00
1582161660,0.27816,0.2795,0.27816,0.27926,771392.9,1582161839999,0.27926,True,0.27750803485579634,0.2775278043374245,0.2815389651442036,0.2815491956625755,0.27815,,,False,False,False,False,False,,,2020-02-20:01-21-00
1582161840,0.27917,0.27922,0.27831,0.27842,231645.4,1582162019999,0.27842,True,0.2773722713608428,0.27750803485579634,0.28152072863915717,0.2815389651442036,0.27926,,,False,False,False,False,False,,,2020-02-20:01-24-00
1582162020,0.27841,0.27841,0.27774,0.2778,269838.2,1582162199999,0.2778,True,0.27714765690083343,0.2773722713608428,0.2816083430991666,0.28152072863915717,0.27842,,,False,False,False,False,False,,,2020-02-20:01-27-00
1582162200,0.27788,0.27882,0.27782,0.27832,434461.3,1582162379999,0.27832,True,0.2770551864256294,0.27714765690083343,0.2816298135743706,0.2816083430991666,0.2778,,,False,False,False,False,False,,,2020-02-20:01-30-00
1582162380,0.27839,0.27886,0.27811,0.27855,161015.3,1582162559999,0.27855,True,0.2770144898945708,0.2770551864256294,0.28147151010542926,0.2816298135743706,0.27832,,,False,False,False,False,False,,,2020-02-20:01-33-00
1582162560,0.27855,0.2796,0.27828,0.27958,482220.8,1582162739999,0.27958,True,0.2771536380131729,0.2770144898945708,0.2811803619868271,0.28147151010542926,0.27855,,,False,False,False,False,False,,,2020-02-20:01-36-00
1582162740,0.27954,0.27993,0.27923,0.27928,288252.3,1582162919999,0.27928,True,0.27725705866724043,0.2771536380131729,0.2809309413327596,0.2811803619868271,0.27958,,,False,False,False,False,False,,,2020-02-20:01-39-00
1582162920,0.27933,0.27991,0.27926,0.27974,178361.4,1582163099999,0.27974,True,0.2773243570739028,0.27725705866724043,0.2809906429260972,0.2809309413327596,0.27928,,,False,False,False,False,False,,,2020-02-20:01-42-00
1582163100,0.27973,0.27973,0.27878,0.27883,337830.2,1582163279999,0.27883,True,0.27729314709924613,0.2773243570739028,0.2809568529007539,0.2809906429260972,0.27974,,,False,False,False,False,False,,,2020-02-20:01-45-00
1582163280,0.27882,0.27916,0.27868,0.27868,240814.3,1582163459999,0.27868,True,0.2772750404685082,0.27729314709924613,0.2808429595314918,0.2809568529007539,0.27883,,,False,False,False,False,False,,,2020-02-20:01-48-00
1582163460,0.27868,0.27882,0.27827,0.27829,438533.0,1582163639999,0.27829,True,0.277223546459605,0.2772750404685082,0.28072245354039504,0.2808429595314918,0.27868,,,False,False,False,False,False,,,2020-02-20:01-51-00
1582163640,0.27831,0.27846,0.278,0.27828,157878.8,1582163819999,0.27828,True,0.27721217485928507,0.277223546459605,0.28054782514071497,0.28072245354039504,0.27829,,,False,False,False,False,False,,,2020-02-20:01-54-00
1582163820,0.27829,0.27882,0.27829,0.27837,348958.2,1582163999999,0.27837,True,0.27719848807105074,0.27721217485928507,0.28041651192894923,0.28054782514071497,0.27828,,,False,False,False,False,False,,,2020-02-20:01-57-00
1582164000,0.27835,0.27903,0.2782,0.27864,410975.4,1582164179999,0.27864,True,0.27731339175281994,0.27719848807105074,0.28013860824718,0.28041651192894923,0.27837,,,False,False,False,False,False,,,2020-02-20:02-00-00
1582164180,0.27867,0.2789,0.27821,0.27872,745719.9,1582164359999,0.27872,True,0.27741688754522076,0.27731339175281994,0.2799081124547793,0.28013860824718,0.27864,,,False,False,False,False,False,,,2020-02-20:02-03-00
1582164360,0.27856,0.27883,0.27697,0.27707,1163062.1,1582164539999,0.27707,True,0.27716042612007163,0.27741688754522076,0.2799085738799284,0.2799081124547793,0.27872,,,False,False,False,True,False,,,2020-02-20:02-06-00
1582164540,0.27708,0.2778,0.27579,0.2762,1005832.5,1582164719999,0.2762,True,0.2766270036834844,0.27716042612007163,0.28023499631651555,0.2799085738799284,0.27707,,,False,False,False,False,False,,,2020-02-20:02-09-00
1582164720,0.27633,0.27669,0.27534,0.27542,508442.0,1582164899999,0.27542,True,0.2759479576694937,0.2766270036834844,0.2806490423305063,0.28023499631651555,0.2762,,,False,False,False,False,False,,,2020-02-20:02-12-00
1582164900,0.27545,0.27574,0.27478,0.27503,872165.1,1582165079999,0.27503,True,0.27526761415250156,0.2759479576694937,0.2809953858474985,0.2806490423305063,0.27542,,,False,False,False,False,False,,,2020-02-20:02-15-00
1582165080,0.27501,0.27514,0.27406,0.27464,1174291.5,1582165259999,0.27464,True,0.27459992719685605,0.27526761415250156,0.2813120728031439,0.2809953858474985,0.27503,,,True,False,False,False,False,,,2020-02-20:02-18-00
1582165260,0.2747,0.2747,0.27254,0.27329,1701114.5,1582165439999,0.27329,True,0.2736449334538225,0.27459992719685605,0.2816700665461775,0.2813120728031439,0.27464,,,False,False,False,True,False,,,2020-02-20:02-21-00
1582165440,0.27329,0.27514,0.27306,0.27475,1431842.4,1582165619999,0.27475,True,0.2732307998208895,0.2736449334538225,0.2817172001791104,0.2816700665461775,0.27329,,,True,False,False,False,False,,,2020-02-20:02-24-00
1582165620,0.2748,0.27575,0.27467,0.27555,397449.8,1582165799999,0.27555,True,0.2730153746051796,0.2732307998208895,0.28170762539482047,0.2817172001791104,0.27475,,,False,False,False,False,False,,,2020-02-20:02-27-00
1582165800,0.27552,0.27579,0.27512,0.27571,367862.7,1582165979999,0.27571,True,0.27284042771270034,0.2730153746051796,0.28162157228729956,0.28170762539482047,0.27555,,,False,False,False,False,False,,,2020-02-20:02-30-00
1582165980,0.2757,0.2757,0.27463,0.27546,641780.9,1582166159999,0.27546,True,0.2726583246699001,0.27284042771270034,0.2814946753300999,0.28162157228729956,0.27571,,,False,False,False,False,False,,,2020-02-20:02-33-00
1582166160,0.27544,0.27629,0.2752,0.2752,591128.2,1582166339999,0.2752,True,0.2725516697911432,0.2726583246699001,0.28116333020885687,0.2814946753300999,0.27546,,,False,False,False,False,False,,,2020-02-20:02-36-00
1582166340,0.27513,0.27634,0.27461,0.27591,1042628.0,1582166519999,0.27591,True,0.2725567832329361,0.2725516697911432,0.28082121676706395,0.28116333020885687,0.2752,,,False,False,False,False,False,,,2020-02-20:02-39-00
1582166520,0.27591,0.27733,0.27591,0.27726,1216918.8,1582166699999,0.27726,True,0.27274165208880957,0.2725567832329361,0.28038834791119044,0.28082121676706395,0.27591,,,False,False,False,False,False,,,2020-02-20:02-42-00
1582166700,0.27725,0.27895,0.2772,0.27818,1351686.0,1582166879999,0.27818,True,0.27279815498547544,0.27274165208880957,0.2802668450145245,0.28038834791119044,0.27726,,,False,False,False,False,False,,,2020-02-20:02-45-00
1582166880,0.27816,0.27919,0.2779,0.27812,1249433.3,1582167059999,0.27812,True,0.2728455442572362,0.27279815498547544,0.28016345574276386,0.2802668450145245,0.27818,,,False,False,False,False,False,,,2020-02-20:02-48-00
1582167060,0.27813,0.27857,0.2779,0.27794,466331.8,1582167239999,0.27794,True,0.2728692447581402,0.2728455442572362,0.2801047552418599,0.28016345574276386,0.27812,,,False,False,False,False,False,,,2020-02-20:02-51-00
1582167240,0.27802,0.27844,0.27657,0.27684,954849.6,1582167419999,0.27684,True,0.27291594853567364,0.2728692447581402,0.2799140514643263,0.2801047552418599,0.27794,,,False,False,False,False,False,,,2020-02-20:02-54-00
1582167420,0.27694,0.2782,0.27646,0.27798,420659.3,1582167599999,0.27798,True,0.2729490171511373,0.27291594853567364,0.27984198284886264,0.2799140514643263,0.27684,,,False,False,False,False,False,,,2020-02-20:02-57-00
1582167600,0.27799,0.27842,0.27765,0.27783,283553.7,1582167779999,0.27783,True,0.2730261323621982,0.2729490171511373,0.27968386763780184,0.27984198284886264,0.27798,,,False,False,False,False,False,,,2020-02-20:03-00-00
1582167780,0.27784,0.27786,0.2768,0.27685,332602.5,1582167959999,0.27685,True,0.2731598046011085,0.2730261323621982,0.2793631953988915,0.27968386763780184,0.27783,,,False,False,False,False,False,,,2020-02-20:03-03-00
1582167960,0.27684,0.2773,0.27663,0.27693,292577.1,1582168139999,0.27693,True,0.2731616757522445,0.2731598046011085,0.27934732424775555,0.2793631953988915,0.27685,,,False,False,False,False,False,,,2020-02-20:03-06-00
1582168140,0.27694,0.27789,0.27677,0.27727,686420.9,1582168319999,0.27727,True,0.27317392949345354,0.2731616757522445,0.27944207050654646,0.27934732424775555,0.27693,,,False,False,False,False,False,,,2020-02-20:03-09-00
1582168320,0.27737,0.27788,0.27725,0.27751,171457.3,1582168499999,0.27751,True,0.27326000724227567,0.27317392949345354,0.27956499275772434,0.27944207050654646,0.27727,,,False,False,False,False,False,,,2020-02-20:03-12-00
1582168500,0.27753,0.27889,0.27744,0.27885,472085.8,1582168679999,0.27885,True,0.27331546296439585,0.27326000724227567,0.27989153703560404,0.27956499275772434,0.27751,,,False,False,False,False,False,,,2020-02-20:03-15-00
1582168680,0.27883,0.27949,0.27855,0.27949,464841.3,1582168859999,0.27949,True,0.2734277914106942,0.27331546296439585,0.2802642085893059,0.27989153703560404,0.27885,,,False,False,False,False,False,,,2020-02-20:03-18-00
1582168860,0.27949,0.27949,0.27852,0.27857,584811.4,1582169039999,0.27857,True,0.2741507838537876,0.2734277914106942,0.28006921614621233,0.2802642085893059,0.27949,,,False,False,False,False,False,,,2020-02-20:03-21-00
1582169040,0.27858,0.27866,0.27801,0.27826,148487.0,1582169219999,0.27826,True,0.27455224755510876,0.2741507838537876,0.2800187524448913,0.28006921614621233,0.27857,,,False,False,False,False,False,,,2020-02-20:03-24-00
1582169220,0.27822,0.2791,0.27822,0.27908,283121.6,1582169399999,0.27908,True,0.27474889090893784,0.27455224755510876,0.28017510909106214,0.2800187524448913,0.27826,,,False,False,False,False,False,,,2020-02-20:03-27-00
1582169400,0.2791,0.27965,0.27867,0.27881,293689.6,1582169579999,0.27881,True,0.27498971834589364,0.27474889090893784,0.28024428165410636,0.28017510909106214,0.27908,,,False,False,False,False,False,,,2020-02-20:03-30-00
1582169580,0.27882,0.27882,0.27802,0.27811,200523.9,1582169759999,0.27811,True,0.27537391646589643,0.27498971834589364,0.28012508353410354,0.28024428165410636,0.27881,,,False,False,False,False,False,,,2020-02-20:03-33-00
1582169760,0.27806,0.2787,0.27802,0.27847,215127.9,1582169939999,0.27847,True,0.27593308737818967,0.27537391646589643,0.27989291262181026,0.28012508353410354,0.27811,,,False,False,False,False,False,,,2020-02-20:03-36-00
1582169940,0.27842,0.2785,0.27766,0.27799,412207.0,1582170119999,0.27799,True,0.2763427153199041,0.27593308737818967,0.2796912846800959,0.27989291262181026,0.27847,,,False,False,False,False,False,,,2020-02-20:03-39-00
1582170120,0.27795,0.278,0.27719,0.27719,294131.7,1582170299999,0.27719,True,0.276330499064913,0.2763427153199041,0.279696500935087,0.2796912846800959,0.27799,,,False,False,False,False,False,,,2020-02-20:03-42-00
1582170300,0.27719,0.27773,0.27719,0.27768,203089.9,1582170479999,0.27768,True,0.2762999291109036,0.276330499064913,0.27967707088909644,0.279696500935087,0.27719,,,False,False,False,False,False,,,2020-02-20:03-45-00
1582170480,0.27766,0.278,0.27714,0.27781,374413.8,1582170659999,0.27781,True,0.2762836644827022,0.2762999291109036,0.27966233551729774,0.27967707088909644,0.27768,,,False,False,False,False,False,,,2020-02-20:03-48-00
1582170660,0.27783,0.27799,0.2775,0.27795,167936.4,1582170839999,0.27795,True,0.27628420871442966,0.2762836644827022,0.2796627912855703,0.27966233551729774,0.27781,,,False,False,False,False,False,,,2020-02-20:03-51-00
1582170840,0.27794,0.278,0.27772,0.27772,133308.6,1582171019999,0.27772,True,0.276429852215539,0.27628420871442966,0.27960514778446094,0.2796627912855703,0.27795,,,False,False,False,False,False,,,2020-02-20:03-54-00
1582171020,0.27766,0.27766,0.27717,0.27726,234111.6,1582171199999,0.27726,True,0.2763489653303823,0.276429852215539,0.2796140346696177,0.27960514778446094,0.27772,,,False,False,False,False,False,,,2020-02-20:03-57-00
1582171200,0.27726,0.278,0.27725,0.27779,226933.4,1582171379999,0.27779,True,0.276345860741319,0.2763489653303823,0.279613139258681,0.2796140346696177,0.27726,,,False,False,False,False,False,,,2020-02-20:04-00-00
1582171380,0.27779,0.27799,0.27738,0.27752,214232.2,1582171559999,0.27752,True,0.2764698713955072,0.276345860741319,0.2795561286044927,0.279613139258681,0.27779,,,False,False,False,False,False,,,2020-02-20:04-03-00
1582171560,0.27752,0.27786,0.27734,0.27735,229194.2,1582171739999,0.27735,True,0.2765558424102946,0.2764698713955072,0.27951215758970543,0.2795561286044927,0.27752,,,False,False,False,False,False,,,2020-02-20:04-06-00
1582171740,0.27736,0.27768,0.27711,0.27738,396819.0,1582171919999,0.27738,True,0.2765754190160706,0.2765558424102946,0.2795035809839294,0.27951215758970543,0.27735,,,False,False,False,False,False,,,2020-02-20:04-09-00
1582171920,0.27738,0.2776,0.277,0.27719,228374.6,1582172099999,0.27719,True,0.27652053711040364,0.2765754190160706,0.2795264628895963,0.2795035809839294,0.27738,,,False,False,False,False,False,,,2020-02-20:04-12-00
1582172100,0.2772,0.27722,0.27661,0.27661,162136.5,1582172279999,0.27661,True,0.27631766015625664,0.27652053711040364,0.2795053398437433,0.2795264628895963,0.27719,,,False,False,False,False,False,,,2020-02-20:04-15-00
1582172280,0.27662,0.27679,0.27621,0.27667,198745.9,1582172459999,0.27667,True,0.27629273478606925,0.27631766015625664,0.2792482652139307,0.2795053398437433,0.27661,,,False,False,False,False,False,,,2020-02-20:04-18-00
1582172460,0.27659,0.27694,0.27643,0.27676,306819.5,1582172639999,0.27676,True,0.27618284309439406,0.27629273478606925,0.279177156905606,0.2792482652139307,0.27667,,,False,False,False,False,False,,,2020-02-20:04-21-00
1582172640,0.27677,0.27735,0.27674,0.277,183154.8,1582172819999,0.277,True,0.2761157306071182,0.27618284309439406,0.2791182693928818,0.279177156905606,0.27676,,,False,False,False,False,False,,,2020-02-20:04-24-00
1582172820,0.27699,0.277,0.27627,0.27661,809024.9,1582172999999,0.27661,True,0.2761241155589084,0.2761157306071182,0.2788628844410916,0.2791182693928818,0.277,,,False,False,False,False,False,,,2020-02-20:04-27-00
1582173000,0.27652,0.27673,0.27612,0.2762,520581.5,1582173179999,0.2762,True,0.27603287001011045,0.2761241155589084,0.2786931299898896,0.2788628844410916,0.27661,,,False,False,False,False,False,,,2020-02-20:04-30-00
1582173180,0.27616,0.27639,0.27586,0.27589,264629.4,1582173359999,0.27589,True,0.2757924221021118,0.27603287001011045,0.2787115778978881,0.2786931299898896,0.2762,,,False,False,False,False,False,,,2020-02-20:04-33-00
1582173360,0.27586,0.2761,0.27543,0.27586,344882.9,1582173539999,0.27586,True,0.27565167087812786,0.2757924221021118,0.2785913291218722,0.2787115778978881,0.27589,,,False,False,False,False,False,,,2020-02-20:04-36-00
1582173540,0.27584,0.27633,0.2757,0.2761,301794.7,1582173719999,0.2761,True,0.2755472560728277,0.27565167087812786,0.27850674392717234,0.2785913291218722,0.27586,,,False,False,False,False,False,,,2020-02-20:04-39-00
1582173720,0.27607,0.27619,0.27559,0.27606,332459.2,1582173899999,0.27606,True,0.2754170977251519,0.2755472560728277,0.27852390227484813,0.27850674392717234,0.2761,,,False,False,False,False,False,,,2020-02-20:04-42-00
1582173900,0.27607,0.27772,0.27605,0.27744,580002.3,1582174079999,0.27744,True,0.275429626575709,0.2754170977251519,0.278487373424291,0.27852390227484813,0.27606,,,False,False,False,False,False,,,2020-02-20:04-45-00
1582174080,0.27738,0.27786,0.2772,0.27756,400901.7,1582174259999,0.27756,True,0.27544915406270276,0.275429626575709,0.2784428459372973,0.278487373424291,0.27744,,,False,False,False,False,False,,,2020-02-20:04-48-00
1582174260,0.2776,0.27762,0.27674,0.27676,297670.9,1582174439999,0.27676,True,0.2754849472013145,0.27544915406270276,0.27828805279868557,0.2784428459372973,0.27756,,,False,False,False,False,False,,,2020-02-20:04-51-00
1582174440,0.27676,0.2784,0.27665,0.27808,1057214.0,1582174619999,0.27808,True,0.2754362877443969,0.2754849472013145,0.2783727122556031,0.27828805279868557,0.27676,,,False,False,False,False,False,,,2020-02-20:04-54-00
1582174620,0.27808,0.2788,0.27794,0.27833,438352.7,1582174799999,0.27833,True,0.27533179102203825,0.2754362877443969,0.2785842089779617,0.2783727122556031,0.27808,,,False,False,False,False,False,,,2020-02-20:04-57-00
1582174800,0.27841,0.27841,0.27792,0.27793,190748.5,1582174979999,0.27793,True,0.27531845860969023,0.27533179102203825,0.2786115413903098,0.2785842089779617,0.27833,,,False,False,False,False,False,,,2020-02-20:05-00-00
1582174980,0.27794,0.27794,0.27592,0.2764,870437.5,1582175159999,0.2764,True,0.2752666019027034,0.27531845860969023,0.2785513980972965,0.2786115413903098,0.27793,,,False,False,False,False,False,,,2020-02-20:05-03-00
1582175160,0.2764,0.27652,0.27579,0.27584,367867.2,1582175339999,0.27584,True,0.27512524438461244,0.2752666019027034,0.2785417556153876,0.2785513980972965,0.2764,,,False,False,False,False,False,,,2020-02-20:05-06-00
1582175340,0.27582,0.27696,0.27557,0.27657,510827.5,1582175519999,0.27657,True,0.27510515255724843,0.27512524438461244,0.2784808474427516,0.2785417556153876,0.27584,,,False,False,False,False,False,,,2020-02-20:05-09-00
1582175520,0.27658,0.27663,0.27571,0.27586,306468.3,1582175699999,0.27586,True,0.27499041473495595,0.27510515255724843,0.278462585265044,0.2784808474427516,0.27657,,,False,False,False,False,False,,,2020-02-20:05-12-00
1582175700,0.27583,0.27655,0.27569,0.27569,362021.6,1582175879999,0.27569,True,0.27486849298359445,0.27499041473495595,0.27849250701640554,0.278462585265044,0.27586,,,False,False,False,False,False,,,2020-02-20:05-15-00
1582175880,0.27569,0.27602,0.27546,0.2757,194072.3,1582176059999,0.2757,True,0.27475445321229996,0.27486849298359445,0.2785095467877001,0.27849250701640554,0.27569,,,False,False,False,False,False,,,2020-02-20:05-18-00
1582176060,0.27565,0.2757,0.27509,0.27526,197084.2,1582176239999,0.27526,True,0.27455975622669576,0.27475445321229996,0.27855424377330423,0.2785095467877001,0.2757,,,False,False,False,False,False,,,2020-02-20:05-21-00
1582176240,0.27526,0.27576,0.27503,0.27514,429448.9,1582176419999,0.27514,True,0.27436104772759756,0.27455975622669576,0.2785669522724024,0.27855424377330423,0.27526,,,False,False,False,False,False,,,2020-02-20:05-24-00
1582176420,0.27515,0.27542,0.27486,0.27527,390405.0,1582176599999,0.27527,True,0.2742129432035768,0.27436104772759756,0.2785810567964232,0.2785669522724024,0.27514,,,False,False,False,False,False,,,2020-02-20:05-27-00
1582176600,0.2753,0.2753,0.2744,0.27462,389775.1,1582176779999,0.27462,True,0.2739596014882971,0.2742129432035768,0.2786763985117028,0.2785810567964232,0.27527,,,False,False,False,False,False,,,2020-02-20:05-30-00
1582176780,0.27462,0.27497,0.27424,0.27482,455189.3,1582176959999,0.27482,True,0.2737963044794826,0.2739596014882971,0.27873269552051744,0.2786763985117028,0.27462,,,False,False,False,False,False,,,2020-02-20:05-33-00
1582176960,0.27484,0.2755,0.27462,0.27518,432657.5,1582177139999,0.27518,True,0.2737098482137546,0.2737963044794826,0.2787511517862454,0.27873269552051744,0.27482,,,False,False,False,False,False,,,2020-02-20:05-36-00
1582177140,0.27521,0.27527,0.27432,0.27468,675766.4,1582177319999,0.27468,True,0.27352162484611153,0.2737098482137546,0.27879737515388847,0.2787511517862454,0.27518,,,False,False,False,False,False,,,2020-02-20:05-39-00
1582177320,0.27467,0.27503,0.27432,0.27434,483771.8,1582177499999,0.27434,True,0.2732820325816872,0.27352162484611153,0.27886496741831274,0.27879737515388847,0.27468,,,False,False,False,False,False,,,2020-02-20:05-42-00
1582177500,0.27433,0.27498,0.27408,0.27485,561415.4,1582177679999,0.27485,True,0.2731861724383128,0.2732820325816872,0.27870182756168715,0.27886496741831274,0.27434,,,False,False,False,False,False,,,2020-02-20:05-45-00
1582177680,0.27484,0.27518,0.27459,0.27499,404960.3,1582177859999,0.27499,True,0.27315688031537017,0.2731861724383128,0.2784741196846298,0.27870182756168715,0.27485,,,False,False,False,False,False,,,2020-02-20:05-48-00
1582177860,0.27492,0.27577,0.27489,0.27574,528680.0,1582178039999,0.27574,True,0.27315297710569075,0.27315688031537017,0.2783760228943092,0.2784741196846298,0.27499,,,False,False,False,False,False,,,2020-02-20:05-51-00
1582178040,0.27566,0.27585,0.275,0.2758,603306.9,1582178219999,0.2758,True,0.2733410609063019,0.27315297710569075,0.27795993909369804,0.2783760228943092,0.27574,,,False,False,False,False,False,,,2020-02-20:05-54-00
1582178220,0.27586,0.27606,0.27502,0.27524,439335.0,1582178399999,0.27524,True,0.2736649428572542,0.2733410609063019,0.27732705714274586,0.27795993909369804,0.2758,,,False,False,False,False,False,,,2020-02-20:05-57-00
1582178400,0.27518,0.27524,0.2746,0.27503,404849.3,1582178579999,0.27503,True,0.2740349477176038,0.2736649428572542,0.27666705228239624,0.27732705714274586,0.27524,,,False,False,False,False,False,,,2020-02-20:06-00-00
1582178580,0.27503,0.27614,0.27494,0.27611,372539.8,1582178759999,0.27611,True,0.2740746764198192,0.2740349477176038,0.27659832358018077,0.27666705228239624,0.27503,,,False,False,False,False,False,,,2020-02-20:06-03-00
1582178760,0.27606,0.27613,0.27557,0.27591,210976.0,1582178939999,0.27591,True,0.27407032500221506,0.2740746764198192,0.276609674997785,0.27659832358018077,0.27611,,,False,False,False,False,False,,,2020-02-20:06-06-00
1582178940,0.27577,0.27611,0.27564,0.276,398177.8,1582179119999,0.276,True,0.27416135568405514,0.27407032500221506,0.27646164431594483,0.276609674997785,0.27591,,,False,False,False,False,False,,,2020-02-20:06-09-00
1582179120,0.27602,0.27605,0.27556,0.27585,266148.8,1582179299999,0.27585,True,0.2741621068326427,0.27416135568405514,0.27645989316735725,0.27646164431594483,0.276,,,False,False,False,False,False,,,2020-02-20:06-12-00
1582179300,0.27589,0.27637,0.27588,0.27629,239274.2,1582179479999,0.27629,True,0.2741037817047908,0.2741621068326427,0.2765782182952092,0.27645989316735725,0.27585,,,False,False,False,False,False,,,2020-02-20:06-15-00
1582179480,0.27629,0.27679,0.27624,0.27647,137402.0,1582179659999,0.27647,True,0.27402823336180443,0.2741037817047908,0.27673076663819557,0.2765782182952092,0.27629,,,False,False,False,False,False,,,2020-02-20:06-18-00
1582179660,0.27643,0.27648,0.2755,0.27583,377160.6,1582179839999,0.27583,True,0.27403996201076125,0.27402823336180443,0.2767760379892387,0.27673076663819557,0.27647,,,False,False,False,False,False,,,2020-02-20:06-21-00
1582179840,0.27583,0.27621,0.27556,0.27577,303762.8,1582180019999,0.27577,True,0.2740676608594662,0.27403996201076125,0.2768113391405337,0.2767760379892387,0.27583,,,False,False,False,False,False,,,2020-02-20:06-24-00
