BT_desc,startdate,enddate,starting bal,ending bal,roi %,avgroipertrade,annualized Sharpe,wins%,losses%,n scalps,wins(max/min/avg),losses(MAX/min/avg),price chg,vola
LTCUSDT asset_type:futures strategy:fill out later floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-100 willrEMA_short_entry:0,2020-03-08 09:57:00,2020-04-21 21:45:00,10000,9000.952555141681,-10.0%,-0.0002,-1.37,0.69,0.31,85,0.036/0/0.009,-0.0991/0/-0.0206,-32.02%,0.152
ADAUSDT asset_type:futures strategy:fill out later floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-100 willrEMA_short_entry:0,2020-03-07 20:03:00,2020-04-22 23:06:00,10000,11181.298926326019,11.8%,0.0021,1.74,0.70,0.30,101,0.0568/0/0.0109,-0.0727/0/-0.0185,-28.02%,0.176
ADAUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-100 willrEMA_short_entry:0,2020-04-28 00:03:00,2020-06-26 21:45:00,10000,10171.2567888668,1.7%,0.0010,0.29,0.70,0.30,114,0.0274/0/0.0068,-0.055/0/-0.0124,88.19%,0.233
ADAUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-40 willrEMA_short_entry:-60,2020-04-29 15:21:00,2020-06-24 12:36:00,10000,10101.843348243683,1.0%,0.0013,3.48,0.74,0.26,19,0.0164/0/0.0066,-0.0325/0/-0.0122,88.19%,0.233
ADAUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0 willrema_long_entry:-40 willrEMA_short_entry:-60,2020-04-29 15:21:00,2020-06-24 12:36:00,10000,9987.356962028402,-0.1%,0.0009,1.13,0.73,0.27,44,0.0252/0/0.0075,-0.0596/0/-0.016,88.19%,0.233
ADAUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-30 willrEMA_short_entry:-70,2020-05-12 15:06:00,2020-05-31 02:54:00,10000,10080.672601634285,0.8%,0.0032,8.14,1.00,0.00,2,0.0071/0/0.0032,0/0/0.0,88.19%,0.233
ADAUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-30 willrEMA_short_entry:-70,2020-05-12 15:06:00,2020-05-31 02:54:00,10000,10080.672601634285,0.8%,0.0032,8.14,1.00,0.00,2,0.0071/0/0.0032,0/0/0.0,88.19%,0.233
ADAUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-30 willrEMA_short_entry:-70,2020-05-12 15:06:00,2020-05-31 02:54:00,10000,10080.672601634285,0.8%,0.0032,8.14,1.00,0.00,2,0.0071/0/0.0032,0/0/0.0,88.19%,0.233
ADAUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-100 willrEMA_short_entry:0,2020-04-28 00:03:00,2020-06-26 21:45:00,10000,10171.2567888668,1.7%,0.0010,0.29,0.70,0.30,114,0.0274/0/0.0068,-0.055/0/-0.0124,88.19%,0.233
ADAUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-100 willrEMA_short_entry:0,2020-04-28 00:03:00,2020-06-26 21:45:00,10000,10171.2567888668,1.7%,0.0010,0.29,0.70,0.30,114,0.0274/0/0.0068,-0.055/0/-0.0124,88.19%,0.233
BTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-100 willrEMA_short_entry:0,2021-03-07 04:24:00,2021-04-03 20:45:00,10000,10028.190530561282,0.3%,0.0009,-0.32,0.68,0.32,62,0.022/0/0.0065,-0.0641/0/-0.0107,21.14%,0.06
ETHUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-100 willrEMA_short_entry:0,2021-03-07 09:45:00,2021-04-03 14:21:00,10000,9055.578998350691,-9.4%,-0.0006,-2.73,0.56,0.44,64,0.0199/0/0.0084,-0.085/0/-0.012,35.49%,0.07
BCHUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-100 willrEMA_short_entry:0,2021-03-07 09:00:00,2021-04-03 14:51:00,10000,9916.378031869108,-0.8%,0.0007,-1.01,0.64,0.36,66,0.0211/0/0.0061,-0.0351/0/-0.0086,9.39%,0.052
XRPUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-100 willrEMA_short_entry:0,2021-03-07 19:42:00,2021-04-03 10:18:00,10000,11445.103946037214,14.5%,0.0037,7.73,0.74,0.26,46,0.0336/0/0.0082,-0.0406/0/-0.0087,26.22%,0.102
EOSUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-100 willrEMA_short_entry:0,2021-03-06 23:12:00,2021-04-03 22:51:00,10000,8994.116492848541,-10.1%,-0.0009,-1.07,0.68,0.32,53,0.0216/0/0.0089,-0.1084/0/-0.0212,52.29%,0.128
LTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-100 willrEMA_short_entry:0,2021-03-07 16:03:00,2021-04-02 22:36:00,10000,9057.683040630243,-9.4%,-0.0009,-2.35,0.65,0.35,52,0.0227/0/0.0083,-0.0881/0/-0.0178,13.27%,0.063
TRXUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-100 willrEMA_short_entry:0,2021-03-07 19:57:00,2021-04-03 19:57:00,10000,9728.378428963046,-2.7%,0.0004,0.05,0.63,0.37,46,0.0412/0/0.0114,-0.0872/0/-0.0178,114.69%,0.208
ETCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-100 willrEMA_short_entry:0,2021-03-07 14:09:00,2021-04-03 14:57:00,10000,9594.795086817281,-4.1%,0.0001,-1.46,0.59,0.41,49,0.0402/0/0.01,-0.0397/0/-0.0141,29.27%,0.079
LINKUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-100 willrEMA_short_entry:0,2021-03-06 23:51:00,2021-04-01 17:33:00,10000,10199.1649679362,2.0%,0.0013,0.40,0.67,0.33,54,0.0334/0/0.0096,-0.0561/0/-0.0149,11.29%,0.058
XLMUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-100 willrEMA_short_entry:0,2021-03-06 23:51:00,2021-04-02 22:36:00,10000,9612.268114923902,-3.9%,0.0002,-2.24,0.73,0.27,51,0.0219/0/0.007,-0.0987/0/-0.017,3.14%,0.045
ADAUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-100 willrEMA_short_entry:0,2021-03-07 00:09:00,2021-04-03 07:06:00,10000,8478.907390172337,-15.2%,-0.0024,-4.82,0.59,0.41,46,0.0303/0/0.0082,-0.1214/0/-0.0172,12.05%,0.064
XMRUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-100 willrEMA_short_entry:0,2021-03-07 00:00:00,2021-04-03 23:30:00,10000,9082.81843772464,-9.2%,-0.0005,-1.62,0.61,0.39,64,0.026/0/0.0085,-0.0625/0/-0.0144,22.34%,0.063
DASHUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-100 willrEMA_short_entry:0,2021-03-07 20:00:00,2021-04-03 14:21:00,10000,9101.416392242949,-9.0%,-0.0011,-3.20,0.57,0.43,47,0.0202/0/0.0067,-0.0517/0/-0.0115,12.73%,0.066
ZECUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-100 willrEMA_short_entry:0,2021-03-07 07:15:00,2021-04-03 08:39:00,10000,10212.595038792406,2.1%,0.0015,0.96,0.67,0.33,48,0.0363/0/0.0129,-0.1078/0/-0.0207,49.93%,0.093
XTZUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-100 willrEMA_short_entry:0,2021-03-07 01:18:00,2021-04-03 14:51:00,10000,11078.14310261812,10.8%,0.0026,2.88,0.75,0.25,61,0.0431/0/0.0093,-0.0613/0/-0.0174,35.59%,0.084
BNBUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-100 willrEMA_short_entry:0,2021-03-07 02:00:00,2021-04-01 06:06:00,10000,11509.924766399787,15.1%,0.0037,7.42,0.73,0.27,49,0.0212/0/0.0083,-0.0321/0/-0.0088,46.88%,0.108
BTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-40 willrEMA_short_entry:-60,2021-03-07 04:24:00,2021-03-30 17:18:00,10000,10484.552583788096,4.8%,0.0039,8.22,0.71,0.29,14,0.0166/0/0.0064,-0.0029/0/-0.0022,21.14%,0.06
ETHUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-40 willrEMA_short_entry:-60,2021-03-08 22:30:00,2021-04-02 01:51:00,10000,10408.337994042968,4.1%,0.0033,2.14,0.67,0.33,15,0.0175/0/0.0093,-0.0346/0/-0.0082,35.49%,0.07
BCHUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-40 willrEMA_short_entry:-60,2021-03-07 09:00:00,2021-04-02 02:21:00,10000,10293.418955261195,2.9%,0.0025,1.09,0.69,0.31,16,0.0211/0/0.0065,-0.0206/0/-0.006,9.39%,0.052
XRPUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-40 willrEMA_short_entry:-60,2021-03-22 16:06:00,2021-04-03 10:18:00,10000,10311.84336869857,3.1%,0.0084,11.02,0.67,0.33,3,0.0336/0/0.0145,-0.0096/0/-0.0048,26.22%,0.102
EOSUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-40 willrEMA_short_entry:-60,2021-03-07 03:57:00,2021-03-31 22:39:00,10000,10152.318793062535,1.5%,0.0021,-0.37,0.64,0.36,11,0.0216/0/0.0092,-0.0429/0/-0.0096,52.29%,0.128
LTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-40 willrEMA_short_entry:-60,2021-03-09 04:15:00,2021-03-29 16:39:00,10000,9512.5508952923,-4.9%,-0.0039,-2.19,0.78,0.22,9,0.0135/0/0.0063,-0.0881/0/-0.0297,13.27%,0.063
TRXUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-40 willrEMA_short_entry:-60,2021-03-08 00:54:00,2021-04-03 19:57:00,10000,10190.7394646274,1.9%,0.0029,0.88,0.62,0.38,8,0.0222/0/0.0102,-0.0207/0/-0.0088,114.69%,0.208
ETCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-40 willrEMA_short_entry:-60,2021-03-08 02:09:00,2021-04-02 08:27:00,10000,10202.918400600733,2.0%,0.0028,0.54,0.56,0.44,9,0.0187/0/0.0084,-0.0093/0/-0.0046,29.27%,0.079
LINKUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-40 willrEMA_short_entry:-60,2021-03-06 23:51:00,2021-04-01 07:27:00,10000,10386.406232342022,3.9%,0.0034,1.29,0.79,0.21,14,0.0287/0/0.0097,-0.0348/0/-0.0164,11.29%,0.058
XLMUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-40 willrEMA_short_entry:-60,2021-03-09 04:15:00,2021-04-02 00:03:00,10000,9757.977946241484,-2.4%,-0.0017,-2.39,0.88,0.12,8,0.0167/0/0.0069,-0.0701/0/-0.035,3.14%,0.045
ADAUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-40 willrEMA_short_entry:-60,2021-03-08 17:51:00,2021-03-17 04:45:00,10000,10101.56267115832,1.0%,0.0027,6.56,0.75,0.25,4,0.011/0/0.0038,-0.0021/0/-0.001,12.05%,0.064
XMRUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-40 willrEMA_short_entry:-60,2021-03-07 00:00:00,2021-04-03 19:57:00,10000,9714.13468934145,-2.9%,-0.0008,-0.26,0.69,0.31,16,0.0191/0/0.0071,-0.0625/0/-0.0163,22.34%,0.063
DASHUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-40 willrEMA_short_entry:-60,2021-03-08 01:57:00,2021-04-03 14:21:00,10000,9871.255004406556,-1.3%,-0.0005,0.63,0.44,0.56,9,0.0154/0/0.0074,-0.0153/0/-0.007,12.73%,0.066
ZECUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-40 willrEMA_short_entry:-60,2021-03-10 20:18:00,2021-04-02 01:36:00,10000,11342.531827623568,13.4%,0.0123,11.02,0.90,0.10,10,0.0363/0/0.014,-0.0045/0/-0.0022,49.93%,0.093
XTZUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-40 willrEMA_short_entry:-60,2021-03-07 19:03:00,2021-04-01 12:06:00,10000,10012.275482246732,0.1%,0.0009,2.36,0.75,0.25,12,0.0121/0/0.0056,-0.0266/0/-0.0112,35.59%,0.084
BNBUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-40 willrEMA_short_entry:-60,2021-03-09 16:15:00,2021-04-01 06:06:00,10000,10697.06492622703,7.0%,0.0075,11.61,0.89,0.11,9,0.0188/0/0.0086,-0.0022/0/-0.0011,46.88%,0.108
BTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-30 willrEMA_short_entry:-700,2021-03-09 06:48:00,2021-03-13 23:00:00,10000,10053.390058293448,0.5%,0.0023,9.65,1.00,0.00,2,0.0051/0/0.0023,0/0/0.0,21.14%,0.06
ETHUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-30 willrEMA_short_entry:-700,2021-03-08 22:30:00,2021-03-29 22:12:00,10000,10152.584655905694,1.5%,0.0056,10.62,1.00,0.00,2,0.0164/0/0.0056,0/0/0.0,35.49%,0.07
BCHUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-30 willrEMA_short_entry:-700,2021-03-13 21:12:00,2021-03-14 00:18:00,10000,9983.384472585027,-0.2%,-0.0004,nan,0.00,1.00,1,0/0/0.0,-0.0009/0/-0.0004,9.39%,0.052
EOSUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-30 willrEMA_short_entry:-700,2021-03-10 01:15:00,2021-03-27 04:12:00,10000,9552.753477874008,-4.5%,-0.0144,-11.18,0.00,1.00,2,0/0/0.0,-0.0429/0/-0.0144,52.29%,0.128
LTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-30 willrEMA_short_entry:-700,2021-03-29 14:00:00,2021-03-29 16:39:00,10000,10010.993067323989,0.1%,0.0009,nan,1.00,0.00,1,0.0019/0/0.001,0/0/0.0,13.27%,0.063
TRXUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-30 willrEMA_short_entry:-700,2021-03-08 00:54:00,2021-03-08 10:15:00,10000,9885.864864864863,-1.1%,-0.0053,nan,0.00,1.00,1,0/0/0.0,-0.0106/0/-0.0053,114.69%,0.208
ETCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-30 willrEMA_short_entry:-700,2021-03-29 13:00:00,2021-03-31 21:57:00,10000,10086.206681919537,0.9%,0.0034,-16.64,0.50,0.50,2,0.011/0/0.0055,-0.0008/0/-0.0004,29.27%,0.079
LINKUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-30 willrEMA_short_entry:-700,2021-03-06 23:51:00,2021-04-01 07:27:00,10000,10204.913139119939,2.0%,0.0048,0.09,0.75,0.25,4,0.0212/0/0.0095,-0.0142/0/-0.0071,11.29%,0.058
XMRUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-30 willrEMA_short_entry:-700,2021-03-08 01:57:00,2021-03-31 02:48:00,10000,10081.776914685212,0.8%,0.0027,-0.04,0.67,0.33,3,0.011/0/0.0067,-0.0094/0/-0.0047,22.34%,0.063
ZECUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-30 willrEMA_short_entry:-700,2021-03-26 22:24:00,2021-04-02 01:36:00,10000,10158.332013020878,1.6%,0.0046,1.91,0.67,0.33,3,0.0143/0/0.0076,-0.0045/0/-0.0022,49.93%,0.093
BNBUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-30 willrEMA_short_entry:-700,2021-03-30 18:33:00,2021-03-30 19:21:00,10000,10179.90299446653,1.8%,0.0094,nan,1.00,0.00,1,0.0188/0/0.0094,0/0/0.0,46.88%,0.108
BTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-30 willrEMA_short_entry:-70,2021-03-09 06:48:00,2021-03-13 23:00:00,10000,10053.390058293448,0.5%,0.0023,9.65,1.00,0.00,2,0.0051/0/0.0023,0/0/0.0,21.14%,0.06
ETHUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-30 willrEMA_short_entry:-70,2021-03-08 22:30:00,2021-03-29 22:12:00,10000,10152.584655905694,1.5%,0.0056,10.62,1.00,0.00,2,0.0164/0/0.0056,0/0/0.0,35.49%,0.07
BCHUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-30 willrEMA_short_entry:-70,2021-03-13 21:12:00,2021-03-14 00:18:00,10000,9983.384472585027,-0.2%,-0.0004,nan,0.00,1.00,1,0/0/0.0,-0.0009/0/-0.0004,9.39%,0.052
EOSUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-30 willrEMA_short_entry:-70,2021-03-10 01:15:00,2021-03-27 04:12:00,10000,9552.753477874008,-4.5%,-0.0144,-11.18,0.00,1.00,2,0/0/0.0,-0.0429/0/-0.0144,52.29%,0.128
LTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-30 willrEMA_short_entry:-70,2021-03-29 14:00:00,2021-03-29 16:39:00,10000,10010.993067323989,0.1%,0.0009,nan,1.00,0.00,1,0.0019/0/0.001,0/0/0.0,13.27%,0.063
TRXUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-30 willrEMA_short_entry:-70,2021-03-08 00:54:00,2021-03-08 10:15:00,10000,9885.864864864863,-1.1%,-0.0053,nan,0.00,1.00,1,0/0/0.0,-0.0106/0/-0.0053,114.69%,0.208
ETCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-30 willrEMA_short_entry:-70,2021-03-29 13:00:00,2021-03-31 21:57:00,10000,10086.206681919537,0.9%,0.0034,-16.64,0.50,0.50,2,0.011/0/0.0055,-0.0008/0/-0.0004,29.27%,0.079
LINKUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-30 willrEMA_short_entry:-70,2021-03-06 23:51:00,2021-04-01 07:27:00,10000,10204.913139119939,2.0%,0.0048,0.09,0.75,0.25,4,0.0212/0/0.0095,-0.0142/0/-0.0071,11.29%,0.058
XMRUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-30 willrEMA_short_entry:-70,2021-03-08 01:57:00,2021-03-31 02:48:00,10000,10081.776914685212,0.8%,0.0027,-0.04,0.67,0.33,3,0.011/0/0.0067,-0.0094/0/-0.0047,22.34%,0.063
ZECUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-30 willrEMA_short_entry:-70,2021-03-26 22:24:00,2021-04-02 01:36:00,10000,10158.332013020878,1.6%,0.0046,1.91,0.67,0.33,3,0.0143/0/0.0076,-0.0045/0/-0.0022,49.93%,0.093
BNBUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-30 willrEMA_short_entry:-70,2021-03-30 18:33:00,2021-03-30 19:21:00,10000,10179.90299446653,1.8%,0.0094,nan,1.00,0.00,1,0.0188/0/0.0094,0/0/0.0,46.88%,0.108
BTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0 willrema_long_entry:-30 willrEMA_short_entry:-70,2021-03-07 10:45:00,2021-03-27 05:45:00,10000,10108.568394526177,1.1%,0.0018,2.74,0.67,0.33,9,0.0096/0/0.005,-0.013/0/-0.0041,21.14%,0.06
ETHUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0 willrema_long_entry:-30 willrEMA_short_entry:-70,2021-03-08 02:09:00,2021-04-03 05:12:00,10000,10139.420778682666,1.4%,0.0018,10.56,0.83,0.17,12,0.0164/0/0.0042,-0.0159/0/-0.0075,35.49%,0.07
BCHUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0 willrema_long_entry:-30 willrEMA_short_entry:-70,2021-03-07 10:45:00,2021-04-02 21:42:00,10000,9994.342392163913,-0.1%,0.0006,7.49,0.67,0.33,6,0.0045/0/0.0022,-0.006/0/-0.0023,9.39%,0.052
XRPUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0 willrema_long_entry:-30 willrEMA_short_entry:-70,2021-04-03 08:09:00,2021-04-03 10:18:00,10000,9974.477131474105,-0.3%,-0.0009,nan,0.00,1.00,1,0/0/0.0,-0.0018/0/-0.0009,26.22%,0.102
EOSUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0 willrema_long_entry:-30 willrEMA_short_entry:-70,2021-03-09 23:06:00,2021-03-27 04:12:00,10000,9711.171281438852,-2.9%,-0.0050,-6.78,0.50,0.50,4,0.0116/0/0.006,-0.0429/0/-0.0144,52.29%,0.128
LTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0 willrema_long_entry:-30 willrEMA_short_entry:-70,2021-03-13 15:42:00,2021-03-29 16:39:00,10000,10250.232973908955,2.5%,0.0068,10.76,1.00,0.00,3,0.0154/0/0.0068,0/0/0.0,13.27%,0.063
TRXUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0 willrema_long_entry:-30 willrEMA_short_entry:-70,2021-03-08 00:54:00,2021-03-31 22:54:00,10000,10479.886564555003,4.8%,0.0126,3.40,0.67,0.33,3,0.0376/0/0.0203,-0.0106/0/-0.0053,114.69%,0.208
ETCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0 willrema_long_entry:-30 willrEMA_short_entry:-70,2021-03-07 09:00:00,2021-04-02 20:15:00,10000,9806.079289214902,-1.9%,-0.0017,-0.88,0.43,0.57,7,0.011/0/0.005,-0.015/0/-0.0068,29.27%,0.079
LINKUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0 willrema_long_entry:-30 willrEMA_short_entry:-70,2021-03-06 23:51:00,2021-04-03 08:45:00,10000,10160.535200938488,1.6%,0.0031,3.40,0.67,0.33,6,0.0212/0/0.008,-0.0142/0/-0.0061,11.29%,0.058
XMRUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0 willrema_long_entry:-30 willrEMA_short_entry:-70,2021-03-07 10:42:00,2021-03-31 02:48:00,10000,10227.053361084982,2.3%,0.0030,1.82,0.67,0.33,9,0.0211/0/0.0108,-0.0194/0/-0.0113,22.34%,0.063
DASHUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0 willrema_long_entry:-30 willrEMA_short_entry:-70,2021-03-09 12:54:00,2021-04-02 08:48:00,10000,9567.20273582393,-4.3%,-0.0080,-13.74,0.50,0.50,4,0.0136/0/0.0068,-0.0419/0/-0.0201,12.73%,0.066
ZECUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0 willrema_long_entry:-30 willrEMA_short_entry:-70,2021-03-09 15:15:00,2021-04-02 01:36:00,10000,10188.948974665913,1.9%,0.0031,1.12,0.71,0.29,7,0.0143/0/0.008,-0.019/0/-0.0078,49.93%,0.093
XTZUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0 willrema_long_entry:-30 willrEMA_short_entry:-70,2021-03-29 12:00:00,2021-03-30 04:18:00,10000,10205.066298132044,2.1%,0.0057,nan,1.00,0.00,3,0.0129/0/0.0057,0/0/0.0,35.59%,0.084
BNBUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0 willrema_long_entry:-30 willrEMA_short_entry:-70,2021-03-26 22:36:00,2021-04-01 12:27:00,10000,10055.988311988101,0.6%,0.0018,0.53,0.75,0.25,4,0.0188/0/0.0072,-0.0198/0/-0.0099,46.88%,0.108
BTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:1 willrema_long_entry:-100 willrEMA_short_entry:0,2021-03-07 21:39:00,2021-04-03 08:09:00,10000,9422.209116726792,-5.8%,-0.0020,-4.66,0.50,0.50,20,0.0166/0/0.0072,-0.0232/0/-0.011,21.14%,0.06
