BT_desc,startdate,enddate,starting bal,ending bal,roi %,avgroipertrade,annualized Sharpe,wins%,losses%,n scalps,wins(max/min/avg),losses(MAX/min/avg),price chg,vola
LTCUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-12-03 00:39:00,2020-12-20 16:57:00,10000,10040.583421089616,0.4%,0.0017,-1.55,0.58,0.42,24,0.0238/0/0.0107,-0.042/0/-0.0106,35.07%,0.144
LTCUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-07-01 06:06:00,2020-11-28 13:15:00,10000,11508.984764920646,15.1%,0.0024,1.82,0.72,0.28,164,0.0263/0/0.0062,-0.0441/0/-0.0074,76.13%,0.189
LTCUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-04-28 01:21:00,2020-06-26 21:48:00,10000,10403.956664862098,4.0%,0.0021,2.14,0.79,0.21,68,0.0163/0/0.0049,-0.0362/0/-0.0083,-4.01%,0.042
LTCUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-03-08 10:00:00,2020-04-22 12:00:00,10000,10110.81439645252,1.1%,0.0018,0.34,0.72,0.28,57,0.0329/0/0.0099,-0.052/0/-0.0183,-32.01%,0.151
LTCUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-02-23 00:21:00,2020-03-03 20:36:00,10000,10181.401141803897,1.8%,0.0029,3.76,0.82,0.18,11,0.0127/0/0.0068,-0.0284/0/-0.0108,-14.91%,0.106
LTCUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-02-12 10:21:00,2020-02-18 03:39:00,10000,10507.582834233086,5.1%,0.0055,1.34,0.73,0.27,11,0.0284/0/0.0093,-0.0102/0/-0.0044,-1.59%,0.048
LTCUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-02-12 10:21:00,2020-02-18 03:39:00,10000,10507.582834233086,5.1%,0.0055,1.34,0.73,0.27,11,0.0284/0/0.0093,-0.0102/0/-0.0044,146.15%,0.342
LTCUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-02-12 10:21:00,2020-02-18 03:39:00,10000,10507.582834233086,5.1%,0.0055,1.34,0.73,0.27,11,0.0284/0/0.0093,-0.0102/0/-0.0044,7.1%,0.1
TRXUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-12-28 05:33:00,2021-02-06 17:39:00,10000,10583.252385285898,5.8%,0.0027,2.11,0.70,0.30,50,0.037/0/0.0103,-0.0634/0/-0.0145,62.78%,0.112
TRXUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-12-03 07:24:00,2020-12-21 00:00:00,10000,10228.687760267057,2.3%,0.0023,1.58,0.52,0.48,27,0.0175/0/0.0082,-0.0129/0/-0.0042,-1.89%,0.044
TRXUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-07-01 03:33:00,2020-11-27 16:03:00,10000,8723.522157561105,-12.8%,0.0008,-1.06,0.64,0.36,171,0.0517/0/0.0079,-0.1134/0/-0.0115,90.04%,0.2
TRXUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-04-28 13:09:00,2020-06-25 21:06:00,10000,10770.73336689644,7.7%,0.0024,2.35,0.70,0.30,81,0.0228/0/0.007,-0.0473/0/-0.0082,12.21%,0.06
TRXUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-03-08 08:06:00,2020-04-21 17:51:00,10000,10579.98727931029,5.8%,0.0025,1.00,0.70,0.30,69,0.0686/0/0.0111,-0.0703/0/-0.0168,-27.38%,0.151
TRXUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-02-22 03:09:00,2020-03-03 06:57:00,10000,10226.051786759175,2.3%,0.0028,0.80,0.65,0.35,17,0.0238/0/0.0105,-0.0392/0/-0.0109,-15.03%,0.088
TRXUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-02-13 10:27:00,2020-02-18 07:45:00,10000,9419.811201480314,-5.8%,-0.0051,-16.66,0.50,0.50,8,0.0206/0/0.0101,-0.0444/0/-0.0192,0.05%,0.071
TRXUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-02-13 10:27:00,2020-02-18 07:45:00,10000,9419.811201480314,-5.8%,-0.0051,-16.66,0.50,0.50,8,0.0206/0/0.0101,-0.0444/0/-0.0192,69.93%,0.109
TRXUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-02-13 10:27:00,2020-02-18 07:45:00,10000,9419.811201480314,-5.8%,-0.0051,-16.66,0.50,0.50,8,0.0206/0/0.0101,-0.0444/0/-0.0192,8.48%,0.165
ETCUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-12-28 05:36:00,2021-02-08 22:57:00,10000,9865.295283758218,-1.3%,0.0013,-0.23,0.67,0.33,43,0.0388/0/0.0105,-0.0544/0/-0.0171,67.74%,0.121
ETCUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-12-03 18:48:00,2020-12-21 00:00:00,10000,9735.827503435265,-2.6%,0.0004,-3.12,0.54,0.46,24,0.0229/0/0.0074,-0.0301/0/-0.0077,-3.02%,0.041
ETCUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-07-01 03:33:00,2020-11-28 05:39:00,10000,7607.03136896101,-23.9%,0.0000,-2.34,0.62,0.38,178,0.0316/0/0.0058,-0.086/0/-0.0095,9.74%,0.133
ETCUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-04-28 00:06:00,2020-06-26 07:00:00,10000,8231.049475327345,-17.7%,-0.0011,-4.25,0.69,0.31,72,0.0164/0/0.005,-0.0671/0/-0.0146,3.29%,0.058
ETCUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-03-08 19:06:00,2020-04-22 00:57:00,10000,11654.388846725731,16.5%,0.0042,4.40,0.64,0.36,58,0.0401/0/0.0114,-0.0295/0/-0.0086,-33.85%,0.153
ETCUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-02-22 07:33:00,2020-03-03 05:03:00,10000,9326.195524930763,-6.7%,-0.0053,-5.78,0.56,0.44,9,0.0213/0/0.0088,-0.0627/0/-0.0212,-4.96%,0.094
ETCUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-02-14 20:51:00,2020-02-18 04:24:00,10000,10259.835241133698,2.6%,0.0076,14.83,1.00,0.00,3,0.0137/0/0.0076,0/0/0.0,-17.0%,0.101
ETCUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-02-14 20:51:00,2020-02-18 04:24:00,10000,10259.835241133698,2.6%,0.0076,14.83,1.00,0.00,3,0.0137/0/0.0076,0/0/0.0,29.29%,0.063
ETCUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-02-14 20:51:00,2020-02-18 04:24:00,10000,10259.835241133698,2.6%,0.0076,14.83,1.00,0.00,3,0.0137/0/0.0076,0/0/0.0,-3.51%,0.11
LINKUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-12-29 02:18:00,2021-02-09 16:18:00,10000,11476.697332293152,14.8%,0.0042,3.32,0.68,0.32,53,0.0527/0/0.0123,-0.0364/0/-0.0129,135.71%,0.263
LINKUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-12-03 03:45:00,2020-12-20 03:03:00,10000,10474.30546251605,4.7%,0.0029,2.24,0.72,0.28,32,0.0294/0/0.0085,-0.0348/0/-0.0108,-6.86%,0.052
LINKUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-07-01 11:03:00,2020-11-28 15:09:00,10000,11012.440479338555,10.1%,0.0022,0.61,0.68,0.32,185,0.0844/0/0.0116,-0.0794/0/-0.0177,184.86%,0.291
LINKUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-04-28 00:06:00,2020-06-26 11:15:00,10000,10344.973283472742,3.5%,0.0020,0.94,0.68,0.32,85,0.0301/0/0.0077,-0.0538/0/-0.0102,22.43%,0.077
LINKUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-03-08 20:42:00,2020-04-22 18:36:00,10000,7650.498997851599,-23.5%,-0.0017,-1.30,0.68,0.32,60,0.0821/0/0.0182,-0.2535/0/-0.0433,-21.52%,0.274
LINKUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-02-21 23:18:00,2020-03-03 06:57:00,10000,10872.88520383852,8.7%,0.0068,7.09,0.73,0.27,15,0.0463/0/0.014,-0.0242/0/-0.0119,4.34%,0.065
LINKUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-02-12 06:36:00,2020-02-18 03:18:00,10000,9568.64449859533,-4.3%,-0.0041,-8.38,0.43,0.57,7,0.0215/0/0.0096,-0.0276/0/-0.0142,29.44%,0.092
LINKUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-02-12 06:36:00,2020-02-18 03:18:00,10000,9568.64449859533,-4.3%,-0.0041,-8.38,0.43,0.57,7,0.0215/0/0.0096,-0.0276/0/-0.0142,34.02%,0.074
LINKUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-02-12 06:36:00,2020-02-18 03:18:00,10000,9568.64449859533,-4.3%,-0.0041,-8.38,0.43,0.57,7,0.0215/0/0.0096,-0.0276/0/-0.0142,-3.82%,0.115
XLMUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-12-28 17:24:00,2021-02-09 05:42:00,10000,14969.19658204133,49.7%,0.0099,7.78,0.75,0.25,48,0.066/0/0.0174,-0.0397/0/-0.0121,172.24%,0.294
XLMUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-12-03 07:24:00,2020-12-19 20:12:00,10000,11901.342174829562,19.0%,0.0080,7.47,0.73,0.27,26,0.0394/0/0.0149,-0.0258/0/-0.0101,-10.42%,0.064
XLMUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-07-01 05:24:00,2020-11-28 23:57:00,10000,8556.758370551119,-14.4%,0.0008,-1.08,0.65,0.35,187,0.0431/0/0.0073,-0.1339/0/-0.0114,200.6%,0.248
XLMUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-04-28 16:24:00,2020-06-26 17:06:00,10000,9253.681560907733,-7.5%,0.0006,-1.29,0.69,0.31,81,0.026/0/0.0068,-0.0544/0/-0.0129,7.43%,0.067
XLMUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-03-08 19:09:00,2020-04-22 02:27:00,10000,10168.229459293203,1.7%,0.0019,0.54,0.63,0.37,73,0.0908/0/0.0119,-0.0704/0/-0.0149,-5.22%,0.142
XLMUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-02-23 07:09:00,2020-03-03 23:54:00,10000,9913.2093005305,-0.9%,0.0008,0.55,0.64,0.36,11,0.0198/0/0.0081,-0.0302/0/-0.0111,-17.84%,0.092
XLMUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-02-13 10:30:00,2020-02-18 22:27:00,10000,11127.787115903806,11.3%,0.0104,16.04,0.91,0.09,11,0.0382/0/0.0115,-0.0021/0/-0.001,1.17%,0.074
XLMUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-02-13 10:30:00,2020-02-18 22:27:00,10000,11127.787115903806,11.3%,0.0104,16.04,0.91,0.09,11,0.0382/0/0.0115,-0.0021/0/-0.001,19.11%,0.062
XLMUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-02-13 10:30:00,2020-02-18 22:27:00,10000,11127.787115903806,11.3%,0.0104,16.04,0.91,0.09,11,0.0382/0/0.0115,-0.0021/0/-0.001,40.99%,0.154
ADAUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-12-27 23:12:00,2021-02-09 06:12:00,10000,10229.805210859175,2.3%,0.0022,0.52,0.64,0.36,47,0.0549/0/0.0141,-0.0613/0/-0.0185,374.32%,0.379
ADAUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-12-03 11:15:00,2020-12-20 10:39:00,10000,9893.07577550239,-1.1%,0.0012,-1.44,0.63,0.37,27,0.0261/0/0.0099,-0.0328/0/-0.0132,-3.93%,0.057
ADAUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-07-01 09:39:00,2020-11-27 14:06:00,10000,11681.272404969492,16.8%,0.0024,1.15,0.73,0.27,194,0.0548/0/0.0083,-0.1471/0/-0.0134,100.15%,0.171
ADAUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-04-28 00:06:00,2020-06-26 16:03:00,10000,9329.427244161776,-6.7%,0.0007,-1.88,0.64,0.36,77,0.0249/0/0.0064,-0.054/0/-0.0094,88.33%,0.233
ADAUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-03-08 19:06:00,2020-04-22 02:24:00,10000,12431.642068685596,24.3%,0.0049,3.30,0.66,0.34,67,0.1023/0/0.0134,-0.0391/0/-0.0113,-27.98%,0.176
ADAUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-02-22 08:33:00,2020-03-03 16:33:00,10000,10863.294262732887,8.6%,0.0054,11.77,0.85,0.15,20,0.0214/0/0.0078,-0.0107/0/-0.0066,-15.94%,0.096
ADAUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-02-12 10:21:00,2020-02-18 23:54:00,10000,10482.826439610264,4.8%,0.0054,7.12,0.91,0.09,11,0.0195/0/0.0078,-0.021/0/-0.0105,-0.28%,0.067
ADAUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-02-12 10:21:00,2020-02-18 23:54:00,10000,10482.826439610264,4.8%,0.0054,7.12,0.91,0.09,11,0.0195/0/0.0078,-0.021/0/-0.0105,30.91%,0.075
ADAUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-02-12 10:21:00,2020-02-18 23:54:00,10000,10482.826439610264,4.8%,0.0054,7.12,0.91,0.09,11,0.0195/0/0.0078,-0.021/0/-0.0105,22.19%,0.113
XMRUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-12-28 08:18:00,2021-02-09 20:03:00,10000,9799.024779634883,-2.0%,0.0016,0.46,0.67,0.33,76,0.0396/0/0.0107,-0.2027/0/-0.0167,4.7%,0.076
XMRUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-12-03 12:09:00,2020-12-20 23:54:00,10000,8094.4323308702715,-19.1%,-0.0057,-13.61,0.39,0.61,28,0.0182/0/0.0051,-0.0329/0/-0.0126,18.39%,0.079
XMRUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-07-01 01:06:00,2020-11-27 23:03:00,10000,7877.883283698323,-21.2%,0.0006,-1.83,0.63,0.37,239,0.026/0/0.0068,-0.0572/0/-0.0099,90.01%,0.213
XMRUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-04-28 00:27:00,2020-06-26 22:33:00,10000,9595.395312270299,-4.0%,0.0010,-1.15,0.64,0.36,83,0.0288/0/0.006,-0.0316/0/-0.0077,4.57%,0.039
XMRUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-03-08 21:57:00,2020-04-22 02:30:00,10000,9037.586041237235,-9.6%,0.0003,-1.88,0.61,0.39,72,0.0496/0/0.0113,-0.0788/0/-0.0167,-16.36%,0.168
XMRUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-02-22 17:54:00,2020-03-03 16:33:00,10000,10532.049780050642,5.3%,0.0052,4.29,0.77,0.23,13,0.0242/0/0.0092,-0.0234/0/-0.0073,-15.14%,0.084
XMRUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-02-12 10:21:00,2020-02-18 10:30:00,10000,9160.618134039869,-8.4%,-0.0073,-9.53,0.33,0.67,9,0.0101/0/0.007,-0.0277/0/-0.0144,-2.08%,0.049
XMRUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-02-12 10:21:00,2020-02-18 10:30:00,10000,9160.618134039869,-8.4%,-0.0073,-9.53,0.33,0.67,9,0.0101/0/0.007,-0.0277/0/-0.0144,36.67%,0.085
XMRUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-02-12 10:21:00,2020-02-18 10:30:00,10000,9160.618134039869,-8.4%,-0.0073,-9.53,0.33,0.67,9,0.0101/0/0.007,-0.0277/0/-0.0144,47.21%,0.2
DASHUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-12-31 04:33:00,2021-02-09 16:15:00,10000,10599.900782285358,6.0%,0.0028,1.25,0.73,0.27,56,0.0479/0/0.0138,-0.1011/0/-0.0261,31.27%,0.122
DASHUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-12-02 21:09:00,2020-12-20 20:15:00,10000,9226.577274748108,-7.7%,-0.0010,-4.06,0.60,0.40,30,0.0168/0/0.0084,-0.0557/0/-0.0147,1.94%,0.06
DASHUSDT asset_type:spot strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0 stoploss:0 timestop:18000,2020-07-01 18:42:00,2020-11-28 05:39:00,10000,7081.5097347993305,-29.2%,0.0000,-2.64,0.64,0.36,224,0.0334/0/0.0065,-0.0961/0/-0.0112,58.2%,0.135
