datetime,open,high,low,close,volume,end_time,adj_close,completed,bband_20_low,bband_20_low_prev,bband_20_high,bband_20_high_prev,close_prev,willr_ema,willr_ema_prev
1577842560,130.26,130.43,130.21,130.43,580.28381,1577842739999,130.43,True,128.0230318390725,128.0710557143899,130.63896816092748,130.4409442856101,130.26,,
1577842740,130.41,130.49,130.18,130.21,241.9788,1577842919999,130.21,True,128.04330976234414,128.0230318390725,130.75269023765586,130.63896816092748,130.43,,
1577842920,130.24,130.38,130.2,130.33,310.67282,1577843099999,130.33,True,128.07157112769968,128.04330976234414,130.87142887230036,130.75269023765586,130.21,,
1577843100,130.37,130.37,130.06,130.07,579.57882,1577843279999,130.07,True,128.14965025092965,128.07157112769968,130.9193497490703,130.87142887230036,130.33,,
1577843280,130.04,130.06,129.91,130.01,300.27319,1577843459999,130.01,True,128.24349844131888,128.14965025092965,130.9445015586811,130.9193497490703,130.07,,
1577843460,129.98,130.34,129.96,130.15,591.66022,1577843639999,130.15,True,128.35883509861668,128.24349844131888,130.96716490138334,130.9445015586811,130.01,,
1577843640,130.14,130.32,130.13,130.26,187.13844,1577843819999,130.26,True,128.49057169913416,128.35883509861668,130.98442830086586,130.96716490138334,130.15,,
1577843820,130.24,130.65,130.24,130.64,460.42806,1577843999999,130.64,True,128.58915588694444,128.49057169913416,131.06284411305555,130.98442830086586,130.26,,
1577844000,130.63,130.95,130.54,130.56,1620.47963,1577844179999,130.56,True,128.67234507297277,128.58915588694444,131.12565492702723,131.06284411305555,130.64,,
1577844180,130.56,130.67,130.38,130.46,457.64689,1577844359999,130.46,True,128.8038200406709,128.67234507297277,131.13717995932913,131.12565492702723,130.56,,
1577844360,130.44,130.48,130.35,130.46,456.73034,1577844539999,130.46,True,128.93505994264655,128.8038200406709,131.13894005735347,131.13717995932913,130.46,,
