time_candle,symbol,position,action,price,balance
1617981607,LTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-50 willrEMA_short_entry:-50,,,,10000
1617981964,LTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-50 willrEMA_short_entry:-50,,,,10000
1615091040,,Long,Open,49440.41,
1615099320,,Long,Close,49469.78,9997.93573232908
1615221900,,Long,Open,50797.95,
1615227300,,Long,Close,51025.89,10034.764120397953
1615263300,,Long,Open,53718.6,
1615267080,,Long,Close,54341.82,10143.062173933524
1615398120,,Long,Open,56599.98,
1615401540,,Long,Close,57152.21,10233.831543265194
1615474080,,Long,Open,56632.86,
1615487400,,Long,Close,57252.0,10337.436563440499
1615492980,,Long,Open,57294.67,
1615503780,,Long,Close,58245.97,10500.668364702993
1615670280,,Long,Open,61254.99,
1615676400,,Long,Close,61369.33,10511.85294305563
1615783140,,Long,Open,60240.31,
1615832820,,Long,Close,56378.31,9830.068794381774
1615935600,,Long,Open,56336.0,
1615938840,,Long,Close,56759.97,9896.124082986937
1616038200,,Long,Open,58737.1,
1616040900,,Long,Close,59100.61,9949.402955955715
1616047920,,Long,Open,58838.13,
1616061960,,Long,Close,58668.23,9912.736687823079
1616158980,,Long,Open,58753.05,
1616164740,,Long,Close,58738.99,9902.436211664415
1616368500,,Long,Open,57441.63,
1616379300,,Long,Close,56810.84,9785.858560345318
1616454360,,Short,Open,54799.99,
1616457600,,Short,Close,53937.85,9931.862578122293
1616525460,,Long,Open,55581.94,
1616567580,,Long,Close,54676.44,9762.24394525049
1616581260,,Long,Open,56204.02,
1616587200,,Long,Close,56946.85,9883.355289893801
1616593860,,Long,Open,56716.71,
1616607180,,Long,Close,56274.52,9798.4549891609
1616649840,,Short,Open,52800.0,
1616658480,,Short,Close,52513.21,9843.795218109275
1616742360,,Long,Open,52483.54,
1616743980,,Long,Close,53018.91,9936.253669115767
1616748840,,Long,Open,53295.76,
1616770440,,Long,Close,53401.46,9947.995196969701
1616774760,,Long,Open,53387.95,
1616775300,,Long,Close,53653.16,9989.414931269343
1616868720,,Long,Open,55883.84,
1616881140,,Long,Close,56073.49,10015.296822261653
1617017040,,Long,Open,57794.27,
1617019560,,Long,Close,58304.01,10095.547889180869
1617023520,,Long,Open,57943.96,
1617037740,,Long,Close,58211.64,10134.071896506459
1617110100,,Long,Open,59110.51,
1617124680,,Long,Close,58939.21,10096.619980270205
1617219540,,Long,Open,59204.72,
1617226200,,Long,Close,59394.46,10120.87456743511
1617432120,,Long,Open,59399.82,
1617437340,,Long,Close,59923.24,10201.889757203622
1617983575,LTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-50 willrEMA_short_entry:-50 willr_long_entry:-100 willr_short_entry:0,,,,10000
1615091040,,Long,Open,49440.41,
1615099320,,Long,Close,49469.78,9997.93573232908
1615221900,,Long,Open,50797.95,
1615227300,,Long,Close,51025.89,10034.764120397953
1615263300,,Long,Open,53718.6,
1615267080,,Long,Close,54341.82,10143.062173933524
1615398120,,Long,Open,56599.98,
1615401540,,Long,Close,57152.21,10233.831543265194
1615474080,,Long,Open,56632.86,
1615487400,,Long,Close,57252.0,10337.436563440499
1615492980,,Long,Open,57294.67,
1615503780,,Long,Close,58245.97,10500.668364702993
1615670280,,Long,Open,61254.99,
1615676400,,Long,Close,61369.33,10511.85294305563
1615783140,,Long,Open,60240.31,
1615832820,,Long,Close,56378.31,9830.068794381774
1615935600,,Long,Open,56336.0,
1615938840,,Long,Close,56759.97,9896.124082986937
1616038200,,Long,Open,58737.1,
1616040900,,Long,Close,59100.61,9949.402955955715
1616047920,,Long,Open,58838.13,
1616061960,,Long,Close,58668.23,9912.736687823079
1616158980,,Long,Open,58753.05,
1616164740,,Long,Close,58738.99,9902.436211664415
1616368500,,Long,Open,57441.63,
1616379300,,Long,Close,56810.84,9785.858560345318
1616454360,,Short,Open,54799.99,
1616457600,,Short,Close,53937.85,9931.862578122293
1616525460,,Long,Open,55581.94,
1616567580,,Long,Close,54676.44,9762.24394525049
1616581260,,Long,Open,56204.02,
1616587200,,Long,Close,56946.85,9883.355289893801
1616593860,,Long,Open,56716.71,
1616607180,,Long,Close,56274.52,9798.4549891609
1616649840,,Short,Open,52800.0,
1616658480,,Short,Close,52513.21,9843.795218109275
1616742360,,Long,Open,52483.54,
1616743980,,Long,Close,53018.91,9936.253669115767
1616748840,,Long,Open,53295.76,
1616770440,,Long,Close,53401.46,9947.995196969701
1616774760,,Long,Open,53387.95,
1616775300,,Long,Close,53653.16,9989.414931269343
1616868720,,Long,Open,55883.84,
1616881140,,Long,Close,56073.49,10015.296822261653
1617017040,,Long,Open,57794.27,
1617019560,,Long,Close,58304.01,10095.547889180869
1617023520,,Long,Open,57943.96,
1617037740,,Long,Close,58211.64,10134.071896506459
1617110100,,Long,Open,59110.51,
1617124680,,Long,Close,58939.21,10096.619980270205
1617219540,,Long,Open,59204.72,
1617226200,,Long,Close,59394.46,10120.87456743511
1617432120,,Long,Open,59399.82,
1617437340,,Long,Close,59923.24,10201.889757203622
1617983809,LTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-50 willrEMA_short_entry:-50 willr_long_entry:-100 willr_short_entry:0,,,,10000
1615091040,,Long,Open,49440.41,
1615099320,,Long,Close,49469.78,9997.93573232908
1615221900,,Long,Open,50797.95,
1615227300,,Long,Close,51025.89,10034.764120397953
1615263300,,Long,Open,53718.6,
1615267080,,Long,Close,54341.82,10143.062173933524
1615398120,,Long,Open,56599.98,
1615401540,,Long,Close,57152.21,10233.831543265194
1615474080,,Long,Open,56632.86,
1615487400,,Long,Close,57252.0,10337.436563440499
1615492980,,Long,Open,57294.67,
1615503780,,Long,Close,58245.97,10500.668364702993
1615670280,,Long,Open,61254.99,
1615676400,,Long,Close,61369.33,10511.85294305563
1615783140,,Long,Open,60240.31,
1615832820,,Long,Close,56378.31,9830.068794381774
1615935600,,Long,Open,56336.0,
1615938840,,Long,Close,56759.97,9896.124082986937
1616038200,,Long,Open,58737.1,
1616040900,,Long,Close,59100.61,9949.402955955715
1616047920,,Long,Open,58838.13,
1616061960,,Long,Close,58668.23,9912.736687823079
1616158980,,Long,Open,58753.05,
1616164740,,Long,Close,58738.99,9902.436211664415
1616368500,,Long,Open,57441.63,
1616379300,,Long,Close,56810.84,9785.858560345318
1616454360,,Short,Open,54799.99,
1616457600,,Short,Close,53937.85,9931.862578122293
1616525460,,Long,Open,55581.94,
1616567580,,Long,Close,54676.44,9762.24394525049
1616581260,,Long,Open,56204.02,
1616587200,,Long,Close,56946.85,9883.355289893801
1616593860,,Long,Open,56716.71,
1616607180,,Long,Close,56274.52,9798.4549891609
1616649840,,Short,Open,52800.0,
1616658480,,Short,Close,52513.21,9843.795218109275
1616742360,,Long,Open,52483.54,
1616743980,,Long,Close,53018.91,9936.253669115767
1616748840,,Long,Open,53295.76,
1616770440,,Long,Close,53401.46,9947.995196969701
1616774760,,Long,Open,53387.95,
1616775300,,Long,Close,53653.16,9989.414931269343
1616868720,,Long,Open,55883.84,
1616881140,,Long,Close,56073.49,10015.296822261653
1617017040,,Long,Open,57794.27,
1617019560,,Long,Close,58304.01,10095.547889180869
1617023520,,Long,Open,57943.96,
1617037740,,Long,Close,58211.64,10134.071896506459
1617110100,,Long,Open,59110.51,
1617124680,,Long,Close,58939.21,10096.619980270205
1617219540,,Long,Open,59204.72,
1617226200,,Long,Close,59394.46,10120.87456743511
1617432120,,Long,Open,59399.82,
1617437340,,Long,Close,59923.24,10201.889757203622
1617561900,,Long,Open,58127.79,
1617572700,,Long,Close,58197.26,10205.911029247163
1617655680,,Long,Open,58940.59,
1617667020,,Long,Close,59243.39,10250.13596228104
1617984369,LTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-50 willrEMA_short_entry:-50 willr_long_entry:-100 willr_short_entry:0,,,,10000
1615091040,,Long,Open,49440.41,
1615099320,,Long,Close,49469.78,9997.93573232908
1615221900,,Long,Open,50797.95,
1615227300,,Long,Close,51025.89,10034.764120397953
1615263300,,Long,Open,53718.6,
1615267080,,Long,Close,54341.82,10143.062173933524
1615398120,,Long,Open,56599.98,
1615401540,,Long,Close,57152.21,10233.831543265194
1615474080,,Long,Open,56632.86,
1615487400,,Long,Close,57252.0,10337.436563440499
1615492980,,Long,Open,57294.67,
1615503780,,Long,Close,58245.97,10500.668364702993
1615670280,,Long,Open,61254.99,
1615676400,,Long,Close,61369.33,10511.85294305563
1615783140,,Long,Open,60240.31,
1615832820,,Long,Close,56378.31,9830.068794381774
1615935600,,Long,Open,56336.0,
1615938840,,Long,Close,56759.97,9896.124082986937
1616038200,,Long,Open,58737.1,
1616040900,,Long,Close,59100.61,9949.402955955715
1616047920,,Long,Open,58838.13,
1616061960,,Long,Close,58668.23,9912.736687823079
1616158980,,Long,Open,58753.05,
1616164740,,Long,Close,58738.99,9902.436211664415
1616368500,,Long,Open,57441.63,
1616379300,,Long,Close,56810.84,9785.858560345318
1616454360,,Short,Open,54799.99,
1616457600,,Short,Close,53937.85,9931.862578122293
1616525460,,Long,Open,55581.94,
1616567580,,Long,Close,54676.44,9762.24394525049
1616581260,,Long,Open,56204.02,
1616587200,,Long,Close,56946.85,9883.355289893801
1616593860,,Long,Open,56716.71,
1616607180,,Long,Close,56274.52,9798.4549891609
1616649840,,Short,Open,52800.0,
1616658480,,Short,Close,52513.21,9843.795218109275
1616742360,,Long,Open,52483.54,
1616743980,,Long,Close,53018.91,9936.253669115767
1616748840,,Long,Open,53295.76,
1616770440,,Long,Close,53401.46,9947.995196969701
1616774760,,Long,Open,53387.95,
1616775300,,Long,Close,53653.16,9989.414931269343
1616868720,,Long,Open,55883.84,
1616881140,,Long,Close,56073.49,10015.296822261653
1617017040,,Long,Open,57794.27,
1617019560,,Long,Close,58304.01,10095.547889180869
1617023520,,Long,Open,57943.96,
1617037740,,Long,Close,58211.64,10134.071896506459
1617110100,,Long,Open,59110.51,
1617124680,,Long,Close,58939.21,10096.619980270205
1617219540,,Long,Open,59204.72,
1617226200,,Long,Close,59394.46,10120.87456743511
1617432120,,Long,Open,59399.82,
1617437340,,Long,Close,59923.24,10201.889757203622
1617561900,,Long,Open,58127.79,
1617572700,,Long,Close,58197.26,10205.911029247163
1617655680,,Long,Open,58940.59,
1617667020,,Long,Close,59243.39,10250.13596228104
1617984566,LTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-50 willrEMA_short_entry:-50 willr_long_entry:-100 willr_short_entry:0,,,,10000
1615091040,,Long,Open,49440.41,
1615099320,,Long,Close,49469.78,9997.93573232908
1615221900,,Long,Open,50797.95,
1615227300,,Long,Close,51025.89,10034.764120397953
1615263300,,Long,Open,53718.6,
1615267080,,Long,Close,54341.82,10143.062173933524
1615398120,,Long,Open,56599.98,
1615401540,,Long,Close,57152.21,10233.831543265194
1615474080,,Long,Open,56632.86,
1615487400,,Long,Close,57252.0,10337.436563440499
1615492980,,Long,Open,57294.67,
1615503780,,Long,Close,58245.97,10500.668364702993
1615670280,,Long,Open,61254.99,
1615676400,,Long,Close,61369.33,10511.85294305563
1615783140,,Long,Open,60240.31,
1615832820,,Long,Close,56378.31,9830.068794381774
1615935600,,Long,Open,56336.0,
1615938840,,Long,Close,56759.97,9896.124082986937
1616038200,,Long,Open,58737.1,
1616040900,,Long,Close,59100.61,9949.402955955715
1616047920,,Long,Open,58838.13,
1616061960,,Long,Close,58668.23,9912.736687823079
1616158980,,Long,Open,58753.05,
1616164740,,Long,Close,58738.99,9902.436211664415
1616368500,,Long,Open,57441.63,
1616379300,,Long,Close,56810.84,9785.858560345318
1616454360,,Short,Open,54799.99,
1616457600,,Short,Close,53937.85,9931.862578122293
1616525460,,Long,Open,55581.94,
1616567580,,Long,Close,54676.44,9762.24394525049
1616581260,,Long,Open,56204.02,
1616587200,,Long,Close,56946.85,9883.355289893801
1616593860,,Long,Open,56716.71,
1616607180,,Long,Close,56274.52,9798.4549891609
1616649840,,Short,Open,52800.0,
1616658480,,Short,Close,52513.21,9843.795218109275
1616742360,,Long,Open,52483.54,
1616743980,,Long,Close,53018.91,9936.253669115767
1616748840,,Long,Open,53295.76,
1616770440,,Long,Close,53401.46,9947.995196969701
1616774760,,Long,Open,53387.95,
1616775300,,Long,Close,53653.16,9989.414931269343
1616868720,,Long,Open,55883.84,
1616881140,,Long,Close,56073.49,10015.296822261653
1617017040,,Long,Open,57794.27,
1617019560,,Long,Close,58304.01,10095.547889180869
1617023520,,Long,Open,57943.96,
1617037740,,Long,Close,58211.64,10134.071896506459
1617110100,,Long,Open,59110.51,
1617124680,,Long,Close,58939.21,10096.619980270205
1617219540,,Long,Open,59204.72,
1617226200,,Long,Close,59394.46,10120.87456743511
1617432120,,Long,Open,59399.82,
1617437340,,Long,Close,59923.24,10201.889757203622
1617561900,,Long,Open,58127.79,
1617572700,,Long,Close,58197.26,10205.911029247163
1617655680,,Long,Open,58940.59,
1617667020,,Long,Close,59243.39,10250.13596228104
1617984773,LTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-20 willr_short_entry:-80,,,,10000
1615091040,,Long,Open,49440.41,
1615099320,,Long,Close,49469.78,9997.93573232908
1615263300,,Long,Open,53718.6,
1615267080,,Long,Close,54341.82,10105.836323333908
1615398120,,Long,Open,56599.98,
1615401540,,Long,Close,57152.21,10196.272561809845
1615492980,,Long,Open,57294.67,
1615503780,,Long,Close,58245.97,10357.27533326227
1615670280,,Long,Open,61254.99,
1615676400,,Long,Close,61369.33,10368.307179375426
1616038200,,Long,Open,58737.1,
1616040900,,Long,Close,59100.61,10424.128197430455
1616047920,,Long,Open,58838.13,
1616061960,,Long,Close,58668.23,10385.712437085038
1616158980,,Long,Open,58753.05,
1616164740,,Long,Close,58738.99,10374.920484598259
1616509800,,Long,Open,55137.77,
1616516460,,Long,Close,55519.79,10438.445295236574
1616525460,,Long,Open,55581.94,
1616567580,,Long,Close,54676.44,10260.175126236727
1616581260,,Long,Open,56204.02,
1616587200,,Long,Close,56946.85,10387.463853376039
1616593860,,Long,Open,56716.71,
1616607180,,Long,Close,56274.52,10298.233143851152
1616868720,,Long,Open,55883.84,
1616881140,,Long,Close,56073.49,10324.915161714702
1617017040,,Long,Open,57794.27,
1617019560,,Long,Close,58304.01,10407.64715381465
1617023520,,Long,Open,57943.96,
1617037740,,Long,Close,58211.64,10447.362113279643
1617110100,,Long,Open,59110.51,
1617124680,,Long,Close,58939.21,10408.752388111694
1617655680,,Long,Open,58940.59,
1617667020,,Long,Close,59243.39,10453.856286824048
1617984977,LTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-20 willr_short_entry:-80,,,,10000
1594560240,,Short,Open,9240.41,
1594581120,,Short,Close,9198.97,10036.810617710686
1595341260,,Long,Open,9390.04,
1595352240,,Long,Close,9364.59,10001.599977149543
1595465280,,Long,Open,9506.87,
1595493000,,Long,Close,9512.97,10000.01100238002
1596110760,,Short,Open,10971.98,
1596114000,,Short,Close,10927.21,10032.782334045607
1596143520,,Long,Open,11139.15,
1596149640,,Long,Close,11149.6,10034.160658914332
1597252140,,Long,Open,11541.68,
1597269960,,Long,Close,11568.0,10048.997231418574
1597688640,,Long,Open,12371.41,
1597746780,,Long,Close,12280.29,9967.002672358964
1598599440,,Long,Open,11399.99,
1598603760,,Long,Close,11409.45,9967.293324400624
1598958180,,Long,Open,11918.22,
1598972220,,Long,Close,11903.43,9946.960401282151
1599256980,,Long,Open,10549.01,
1599264360,,Long,Close,10513.72,9905.7535128851
1599302880,,Short,Open,10320.85,
1599304320,,Short,Close,10249.01,9966.72440113413
1599667740,,Long,Open,10227.11,
1599673140,,Long,Close,10264.34,9995.004107825716
1600108200,,Long,Open,10669.49,
1600114680,,Long,Close,10698.42,10014.08757548552
1600664760,,Long,Open,10939.34,
1600668000,,Long,Close,10962.99,10027.708662095944
1600949340,,Long,Open,10391.21,
1600960860,,Long,Close,10457.01,10083.133906139767
1601177220,,Long,Open,10772.36,
1601203320,,Long,Close,10670.37,9979.67919030056
1601577000,,Short,Open,10540.13,
1601596980,,Short,Close,10581.96,9932.121360049405
1602107100,,Long,Open,10655.04,
1602126360,,Long,Close,10642.96,9912.924270004736
1602523080,,Long,Open,11540.88,
1602529740,,Long,Close,11568.33,9928.552973174279
1602543060,,Long,Open,11664.99,
1602553860,,Long,Close,11514.42,9792.556333287648
1603947600,,Long,Open,13236.01,
1603954260,,Long,Close,13296.6,9829.51345439899
1603986300,,Long,Open,13391.83,
1603988460,,Long,Close,13495.09,9897.381357764145
1604085840,,Long,Open,13487.22,
1604089440,,Long,Close,13554.8,9939.016284183017
1604433600,,Long,Open,13721.76,
1604445840,,Long,Close,14026.87,10151.887127791284
1605312540,,Long,Open,16277.28,
1605333420,,Long,Close,16160.01,10070.68464915362
1605528000,,Long,Open,16272.87,
1605531600,,Long,Close,16332.43,10099.458121567282
1605639060,,Long,Open,17733.13,
1605654000,,Long,Close,17660.38,10049.97876891376
1606086900,,Long,Open,18510.47,
1606101660,,Long,Close,18352.57,9956.277960738953
1606235580,,Long,Open,19283.65,
1606288140,,Long,Close,18980.0,9791.661825964973
1606306140,,Long,Open,19246.81,
1606311720,,Long,Close,19449.99,9887.112015898829
1606442220,,Long,Open,17309.94,
1606454280,,Long,Close,17240.01,9839.29158028253
1617985838,LTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-20 willr_short_entry:-80,,,,10000
1594003680,,Long,Open,41.75,
1594015380,,Long,Close,41.97,10044.65245508982
1594506600,,Long,Open,44.47,
1594509120,,Long,Close,44.72,10093.040258722362
1594560240,,Short,Open,44.78,
1594560600,,Short,Close,44.39,10172.798266719514
1595137320,,Short,Open,42.31,
1595145780,,Short,Close,42.41,10140.635778453325
1595637360,,Short,Open,44.27,
1595683260,,Short,Close,47.25,9450.460488170407
1597231800,,Long,Open,54.59,
1597276080,,Long,Close,54.7,9461.927762446583
1597365180,,Long,Open,56.84,
1597368780,,Long,Close,57.07,9492.614771796345
1598242680,,Long,Open,61.32,
1598254380,,Long,Close,61.96,9584.016329606868
1598600700,,Long,Open,56.67,
1598603940,,Long,Close,56.94,9621.974919639468
1598619420,,Long,Open,57.35,
1598623560,,Long,Close,57.73,9677.981356950264
1598802120,,Long,Open,61.3,
1598806980,,Long,Close,61.95,9772.778210554952
1600100280,,Long,Open,49.2,
1600112700,,Long,Close,49.02,9729.234524615826
1600970400,,Long,Open,44.9,
1600970580,,Long,Close,44.94,9730.111672530205
1600982100,,Long,Open,44.91,
1600985880,,Long,Close,44.97,9735.316664799653
1601061300,,Long,Open,46.24,
1601078760,,Long,Close,46.18,9714.906186020406
1602401400,,Long,Open,49.65,
1602405180,,Long,Close,49.85,9746.236513885575
1602407160,,Long,Open,49.63,
1602411300,,Long,Close,49.75,9761.986023625925
1602523800,,Long,Open,51.13,
1602538380,,Long,Close,51.36,9798.05401313688
1602667080,,Long,Open,50.68,
1602682560,,Long,Close,50.67,9788.283798898367
1602701820,,Short,Open,49.61,
1602707940,,Short,Close,49.4,9821.854001653453
1603129320,,Long,Open,48.29,
1603155780,,Long,Close,48.02,9759.12430764281
1603255500,,Long,Open,49.09,
1603275120,,Long,Close,48.95,9723.50718173209
1604280240,,Long,Open,56.3,
1604297700,,Long,Close,55.78,9625.991630773327
1605331080,,Short,Open,64.08,
1605337560,,Short,Close,63.74,9669.324215819819
1605517920,,Long,Open,67.21,
1605533940,,Long,Close,68.95,9911.717672326022
1606086900,,Long,Open,84.58,
1606101300,,Long,Close,83.22,9744.540815502703
1606457160,,Long,Open,71.86,
1606467600,,Long,Close,70.33,9529.436247006146
1617986143,LTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-20 willr_short_entry:-80,,,,10000
1594560240,,Short,Open,9240.41,
1594581120,,Short,Close,9198.97,10036.810617710686
1595341260,,Long,Open,9390.04,
1595352240,,Long,Close,9364.59,10001.599977149543
1595465280,,Long,Open,9506.87,
1595493000,,Long,Close,9512.97,10000.01100238002
1596110760,,Short,Open,10971.98,
1596114000,,Short,Close,10927.21,10032.782334045607
1596143520,,Long,Open,11139.15,
1596149640,,Long,Close,11149.6,10034.160658914332
1597252140,,Long,Open,11541.68,
1597269960,,Long,Close,11568.0,10048.997231418574
1597688640,,Long,Open,12371.41,
1597746780,,Long,Close,12280.29,9967.002672358964
1598599440,,Long,Open,11399.99,
1598603760,,Long,Close,11409.45,9967.293324400624
1598958180,,Long,Open,11918.22,
1598972220,,Long,Close,11903.43,9946.960401282151
1599256980,,Long,Open,10549.01,
1599264360,,Long,Close,10513.72,9905.7535128851
1599302880,,Short,Open,10320.85,
1599304320,,Short,Close,10249.01,9966.72440113413
1599667740,,Long,Open,10227.11,
1599673140,,Long,Close,10264.34,9995.004107825716
1600108200,,Long,Open,10669.49,
1600114680,,Long,Close,10698.42,10014.08757548552
1600664760,,Long,Open,10939.34,
1600668000,,Long,Close,10962.99,10027.708662095944
1600949340,,Long,Open,10391.21,
1600960860,,Long,Close,10457.01,10083.133906139767
1601177220,,Long,Open,10772.36,
1601203320,,Long,Close,10670.37,9979.67919030056
1601577000,,Short,Open,10540.13,
1601596980,,Short,Close,10581.96,9932.121360049405
1602107100,,Long,Open,10655.04,
1602126360,,Long,Close,10642.96,9912.924270004736
1602523080,,Long,Open,11540.88,
1602529740,,Long,Close,11568.33,9928.552973174279
1602543060,,Long,Open,11664.99,
1602553860,,Long,Close,11514.42,9792.556333287648
1603947600,,Long,Open,13236.01,
1603954260,,Long,Close,13296.6,9829.51345439899
1603986300,,Long,Open,13391.83,
1603988460,,Long,Close,13495.09,9897.381357764145
1604085840,,Long,Open,13487.22,
1604089440,,Long,Close,13554.8,9939.016284183017
1604433600,,Long,Open,13721.76,
1604445840,,Long,Close,14026.87,10151.887127791284
1605312540,,Long,Open,16277.28,
1605333420,,Long,Close,16160.01,10070.68464915362
1605528000,,Long,Open,16272.87,
1605531600,,Long,Close,16332.43,10099.458121567282
1605639060,,Long,Open,17733.13,
1605654000,,Long,Close,17660.38,10049.97876891376
1606086900,,Long,Open,18510.47,
1606101660,,Long,Close,18352.57,9956.277960738953
1606235580,,Long,Open,19283.65,
1606288140,,Long,Close,18980.0,9791.661825964973
1606306140,,Long,Open,19246.81,
1606311720,,Long,Close,19449.99,9887.112015898829
1606442220,,Long,Open,17309.94,
1606454280,,Long,Close,17240.01,9839.29158028253
1617989688,LTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-20 willr_short_entry:-80,,,,10000
1617989772,LTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-100 willr_short_entry:0,,,,10000
1617989846,LTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-50 willrEMA_short_entry:-500 willr_long_entry:-100 willr_short_entry:0,,,,10000
1613138760,,Long,Open,187.55,
1613146500,,Long,Close,186.89,9956.83753665689
1613415600,,Long,Open,218.31,
1613439540,,Long,Close,215.09,9802.129507630996
1613563560,,Long,Open,223.84,
1613565360,,Long,Close,228.18,9984.1877730629
1613730060,,Long,Open,233.57,
1613737800,,Long,Close,234.92,10033.861383459425
1613908620,,Long,Open,229.05,
1613916000,,Long,Close,228.44,9999.133753337353
1613938140,,Long,Open,230.48,
1613944980,,Long,Close,227.95,9881.460851449112
1614164400,,Long,Open,185.83,
1614164580,,Long,Close,187.68,9971.850242382228
1614171960,,Long,Open,185.8,
1614212640,,Long,Close,184.04,9869.489467993211
1614593340,,Long,Open,169.0,
1614595320,,Long,Close,170.83,9968.37918289128
1614767220,,Long,Open,192.88,
1614774600,,Long,Close,193.52,9993.45434924068
1617990054,LTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-50 willrEMA_short_entry:-50 willr_long_entry:-100 willr_short_entry:0,,,,10000
1613138760,,Long,Open,187.55,
1613146500,,Long,Close,186.89,9956.83753665689
1613415600,,Long,Open,218.31,
1613439540,,Long,Close,215.09,9802.129507630996
1613563560,,Long,Open,223.84,
1613565360,,Long,Close,228.18,9984.1877730629
1613730060,,Long,Open,233.57,
1613737800,,Long,Close,234.92,10033.861383459425
1613908620,,Long,Open,229.05,
1613916000,,Long,Close,228.44,9999.133753337353
1613938140,,Long,Open,230.48,
1613944980,,Long,Close,227.95,9881.460851449112
1614164400,,Long,Open,185.83,
1614164580,,Long,Close,187.68,9971.850242382228
1614171960,,Long,Open,185.8,
1614212640,,Long,Close,184.04,9869.489467993211
1614593340,,Long,Open,169.0,
1614595320,,Long,Close,170.83,9968.37918289128
1614767220,,Long,Open,192.88,
1614774600,,Long,Close,193.52,9993.45434924068
1614854700,,Short,Open,186.38,
1614857040,,Short,Close,183.4,10145.11550144735
1617990367,BTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0 willrema_long_entry:-100 willrEMA_short_entry:0 willr_long_entry:-20 willr_short_entry:-80,,,,10000
1615091040,,Long,Open,49440.41,
1615099320,,Long,Close,49469.78,9997.93573232908
1615113900,,Long,Open,50674.41,
1615116780,,Long,Close,50872.68,10029.024269709422
1615139460,,Long,Open,50953.1,
1615152960,,Long,Close,50288.62,9890.317053090363
1615263300,,Long,Open,53718.6,
1615267080,,Long,Close,54341.82,9997.056192431177
1615272480,,Long,Open,53910.7,
1615278780,,Long,Close,54184.06,10039.709142712287
1615286340,,Long,Open,54024.64,
1615297320,,Long,Close,54544.04,10128.123242113412
1615302900,,Long,Open,54413.57,
1615317660,,Long,Close,54250.0,10089.599438815445
1615398120,,Long,Open,56599.98,
1615401540,,Long,Close,57152.21,10179.890374843031
1615492980,,Long,Open,57294.67,
1615503780,,Long,Close,58245.97,10340.634465734682
1615650120,,Long,Open,59669.46,
1615657860,,Long,Close,60254.0,10433.580887561222
1615670280,,Long,Open,61254.99,
1615676400,,Long,Close,61369.33,10444.694009020019
1616038200,,Long,Open,58737.1,
1616040900,,Long,Close,59100.61,10500.926279415762
1616047920,,Long,Open,58838.13,
1616061960,,Long,Close,58668.23,10462.227497156508
1616158980,,Long,Open,58753.05,
1616164740,,Long,Close,58738.99,10451.35603670166
1616509800,,Long,Open,55137.77,
1616516460,,Long,Close,55519.79,10515.348856129114
1616525460,,Long,Open,55581.94,
1616567580,,Long,Close,54676.44,10335.765310432906
1616581260,,Long,Open,56204.02,
1616587200,,Long,Close,56946.85,10463.991816724345
1616593860,,Long,Open,56716.71,
1616607180,,Long,Close,56274.52,10374.103714349341
1616868720,,Long,Open,55883.84,
1616881140,,Long,Close,56073.49,10400.982307672883
1617017040,,Long,Open,57794.27,
1617019560,,Long,Close,58304.01,10484.323814371248
1617023520,,Long,Open,57943.96,
1617037740,,Long,Close,58211.64,10524.331367389896
