datetime,open,high,low,close
1614045600,1713.43,1727.5,1657.56,1668.0
1614049200,1668.41,1714.53,1663.49,1679.91
1614052800,1679.79,1696.0,1592.0,1634.12
1614056400,1634.37,1637.03,1555.0,1619.99
1614060000,1619.99,1649.25,1577.28,1578.01
1614063600,1578.01,1621.39,1568.0,1586.64
1614067200,1586.64,1600.0,1444.99,1445.35
1614070800,1445.35,1515.85,1355.0,1500.17
1614074400,1500.47,1525.0,1445.81,1480.41
1614078000,1480.41,1503.47,1371.6,1453.07
1614081600,1453.09,1549.47,1425.76,1529.39
1614085200,1529.5,1564.0,1510.6,1551.74
1614088800,1551.7,1573.16,1478.4,1519.97
1614092400,1519.97,1601.04,1505.23,1573.99
1614096000,1573.99,1608.37,1535.96,1550.58
1614099600,1550.74,1573.78,1516.27,1519.53
1614103200,1519.2,1538.92,1491.04,1496.81
1614106800,1496.57,1516.52,1446.07,1447.64
1614110400,1447.89,1524.7,1434.2,1524.28
1614114000,1524.27,1550.13,1518.2,1535.97
1614117600,1535.97,1572.76,1530.78,1568.42
1614121200,1568.07,1579.36,1544.69,1577.89
1614124800,1577.79,1585.81,1500.2,1568.06
1614128400,1567.87,1606.79,1559.39,1606.17
1614132000,1606.18,1633.81,1593.67,1617.41
1614135600,1617.31,1640.56,1613.08,1636.57
1614139200,1636.77,1653.69,1608.04,1642.84
1614142800,1643.15,1652.0,1617.44,1627.19
1614146400,1627.42,1648.99,1610.0,1637.6
1614150000,1637.58,1649.42,1613.99,1642.33
1614153600,1642.33,1679.32,1630.45,1676.65
1614157200,1676.63,1712.7,1669.28,1690.41
1614160800,1690.3,1696.24,1661.02,1661.03
1614164400,1661.04,1697.54,1661.04,1677.41
1614168000,1677.39,1707.65,1675.03,1689.75
1614171600,1689.75,1698.46,1622.0,1639.81
1614175200,1640.39,1653.19,1624.36,1642.35
1614178800,1642.35,1662.91,1588.81,1660.45
1614182400,1660.46,1677.18,1641.59,1645.81
1614186000,1645.81,1661.07,1638.99,1661.07
1614189600,1661.07,1661.07,1634.51,1635.0
1614193200,1635.0,1639.21,1595.84,1599.2
1614196800,1599.2,1616.86,1578.32,1603.05
1614200400,1603.06,1603.61,1558.84,1590.25
1614204000,1589.97,1595.38,1555.0,1590.65
1614207600,1590.39,1613.28,1587.18,1609.51
